protocol,scenario,server_host,server_port,session_id,message_count,payload_size,window_size,attack_type,repeat_id,server_reachable,sent_count,accepted_count,rejected_count,timeout_count,recovery_success,attack_detected,detection_result,detection_reason,avg_rtt_ms,min_rtt_ms,max_rtt_ms,p50_rtt_ms,p95_rtt_ms,elapsed_ms,throughput_msg_per_s,final_client_mem,final_server_mem,final_client_mem_short,final_server_mem_short,memory_match,memory_verified,server_last_seq,seq_consistent
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m100-p512-w5-r1-1781487363968698,100,512,5,modify,1,True,54,49,1,0,False,True,detected,auth_tag verification failed,0.1393,0.123,0.2089,0.132,0.2035,1.709,28672.0,3cdbab96bebf7a5a255bd0cb3718c4f94e3b7799f0cbdcf61bb9ff9a614267d2,3cdbab96bebf7a5a255bd0cb3718c4f94e3b7799f0cbdcf61bb9ff9a614267d2,3cdbab96bebf7a5a,3cdbab96bebf7a5a,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m100-p512-w10-r1-1781487363970703,100,512,10,modify,1,True,59,49,1,0,False,True,detected,auth_tag verification failed,0.268,0.248,0.2849,0.2683,0.2816,1.7028,28776.38,c960a8b70fd5bd41dd814ff8a6f5cf2216eb98436d567814025fad88a5db33e5,c960a8b70fd5bd41dd814ff8a6f5cf2216eb98436d567814025fad88a5db33e5,c960a8b70fd5bd41,c960a8b70fd5bd41,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p128-w1-r1-1781487363972652,500,128,1,modify,1,True,50,49,1,0,False,True,detected,auth_tag verification failed,0.0655,0.0451,0.107,0.0606,0.0917,4.113,11913.56,740427fc5d596da8c0bb806108e5334cf76ee10dbe4465824d8af28f07e7073f,740427fc5d596da8c0bb806108e5334cf76ee10dbe4465824d8af28f07e7073f,740427fc5d596da8,740427fc5d596da8,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p128-w5-r1-1781487363977019,500,128,5,modify,1,True,54,49,1,0,False,True,detected,auth_tag verification failed,0.154,0.103,0.3371,0.1296,0.3261,1.8868,25969.28,70efac9100c99109f59de0eae211b3cb04967ba110cda68838a82cbc257a9368,70efac9100c99109f59de0eae211b3cb04967ba110cda68838a82cbc257a9368,70efac9100c99109,70efac9100c99109,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p128-w10-r1-1781487363979192,500,128,10,modify,1,True,59,49,1,0,False,True,detected,auth_tag verification failed,0.2231,0.2029,0.246,0.2229,0.2403,1.4868,32957.17,3c9190992cbb42c0adf5b3f3dd3210ce6ce9ac7aa6d766bd1a9f9c68a13cbf51,3c9190992cbb42c0adf5b3f3dd3210ce6ce9ac7aa6d766bd1a9f9c68a13cbf51,3c9190992cbb42c0,3c9190992cbb42c0,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p512-w1-r1-1781487363980939,500,512,1,modify,1,True,50,49,1,0,False,True,detected,auth_tag verification failed,0.0707,0.0513,0.1483,0.0634,0.1048,4.4129,11103.84,9df8b4efdd4bcbce750a3a4ab61332e22bab8e9c7703be2118631d3df0bb8c9c,9df8b4efdd4bcbce750a3a4ab61332e22bab8e9c7703be2118631d3df0bb8c9c,9df8b4efdd4bcbce,9df8b4efdd4bcbce,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p512-w5-r1-1781487363985636,500,512,5,modify,1,True,54,49,1,0,False,True,detected,auth_tag verification failed,0.1333,0.1097,0.1841,0.1303,0.1693,1.6301,30060.1,8547e1ad10d95dbd102d448ff0d08e2a3805cd5c7ce8ca0b20ec71a4fbc0a5a2,8547e1ad10d95dbd102d448ff0d08e2a3805cd5c7ce8ca0b20ec71a4fbc0a5a2,8547e1ad10d95dbd,8547e1ad10d95dbd,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m500-p512-w10-r1-1781487363987579,500,512,10,modify,1,True,59,49,1,0,False,True,detected,auth_tag verification failed,0.3241,0.2701,0.4568,0.309,0.4422,2.0742,23623.09,bd33bdcd4b1daeba0ce00495ce0334ff7cd7b923ad70595b2d02973be9e3e608,bd33bdcd4b1daeba0ce00495ce0334ff7cd7b923ad70595b2d02973be9e3e608,bd33bdcd4b1daeba,bd33bdcd4b1daeba,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m1000-p128-w1-r1-1781487363989895,1000,128,1,modify,1,True,50,49,1,0,False,True,detected,auth_tag verification failed,0.0886,0.0482,0.8852,0.0589,0.1131,6.0799,8059.33,6d41e6d5770b35fe7e1a1759ebc730c1ca83ee0673151ee07bdb7c5af144ee0f,6d41e6d5770b35fe7e1a1759ebc730c1ca83ee0673151ee07bdb7c5af144ee0f,6d41e6d5770b35fe,6d41e6d5770b35fe,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m1000-p128-w5-r1-1781487363996345,1000,128,5,modify,1,True,54,49,1,0,False,True,detected,auth_tag verification failed,0.214,0.104,0.463,0.1864,0.3664,2.6727,18333.71,bebd9feb5bfa9aa4dbcb0bc0c1aaefc18dbf70651246a39e55811304d2b018b9,bebd9feb5bfa9aa4dbcb0bc0c1aaefc18dbf70651246a39e55811304d2b018b9,bebd9feb5bfa9aa4,bebd9feb5bfa9aa4,True,False,49,True
gmcp_r,real_tcp_network_window_memory,127.0.0.1,9010,real-tcp-modify-m1000-p128-w10-r1-1781487363999480,1000,128,10,modify,1,True,59,49,1,0,False,True,detected,auth_tag verification failed,0.2565,0.2122,0.376,0.2261,0.3661,1.7779,27560.8,378a5e324d3dfe8fb4a7d53ec0cfd91e89d14cc63808db0a15559812225a9bb3,378a5e324d3dfe8fb4a7d53ec0cfd91e89d14cc63808db0a15559812225a9bb3,378a5e324d3dfe8f,378a5e324d3dfe8f,True,False,49,True
