normal_memory_match_rate,normal_memory_verified_rate,prev_mem_detection_rate,all_attack_detection_rate,seq_consistency_rate,avg_throughput,avg_rtt_ms,std_throughput,min_throughput,max_throughput,std_rtt_ms,min_rtt_ms,max_rtt_ms
1.0,1.0,1.0,1.0,1.0,28.419814814814814,183.10578703703706,19.406283896770155,4.96,60.52,14.272312308895813,154.723,215.7315
