scenario,protocol,loss_rate,reorder_rate,delay_ms,message_count,payload_size,repeat_id,delivery_success_rate,recovery_success_rate,memory_match_rate,attack_detection_rate,avg_recovery_latency_ms,extra_messages,extra_bytes,throughput_score,recovery_mode
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,100,128,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,100,512,1,1.0,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,100,512,2,0.998,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,100,512,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,128,1,1.0,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,128,2,0.998,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,128,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,512,1,1.0,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,512,2,0.998,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,500,512,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,128,1,1.0,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,128,2,0.998,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,128,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,512,1,1.0,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,512,2,0.998,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,100,1000,512,3,0.996,0.884,0.0,0.9,102.0,1,128,0.94,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,128,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,128,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,128,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,512,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,512,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,100,512,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,128,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,128,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,128,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,512,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,512,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,500,512,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,128,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,128,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,128,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,512,1,1.0,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,512,2,0.998,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.0,200,1000,512,3,0.996,0.788,0.0,0.9,202.0,1,128,0.88,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,128,1,0.9965,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,128,2,0.9945,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,128,3,0.9925,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,512,1,0.9965,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,512,2,0.9945,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,100,512,3,0.9925,0.9656,0.0,0.904,2.02,2,224,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,128,1,0.9965,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,128,2,0.9945,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,128,3,0.9925,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,512,1,0.9965,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,512,2,0.9945,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,500,512,3,0.9925,0.9656,0.0,0.904,2.1,6,608,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,128,1,0.9965,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,128,2,0.9945,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,128,3,0.9925,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,512,1,0.9965,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,512,2,0.9945,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
controlled_weak_network_simulation,seq_mac,0.0,0.01,0,1000,512,3,0.9925,0.9656,0.0,0.904,2.2,11,1088,0.991,seq_resync
