protocol,n,k,offset,repeat_id,replay_count,recovery_material_bytes,logical_bytes_read,auth_records_verified,recovery_time_ns,recovery_time_us,recovery_time_ms,target_seq,reconstructed_mem,reconstructed_hash,target_state_match,checkpoint_auth_ok,record_auth_ok,chain_continuity_ok,payload_hash_ok,stored_mem_ok,recovery_valid,failure_reason,records_scanned,records_replayed,physical_bytes_read,logical_bytes_replayed,seek_offset,git_commit
gmcp_r,1000,10,1,1,1,710,710,2,177667,177.667,0.177667,991,34db035aff0d732d59f18e0f525916f83e1986e388792ea34752d1338acad091,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,1,991,513353,513353,991,9407416,9407.416,9.407416,991,,bfb00d1a7bf8b6a797245237cb83b4196ccc36b03efd82a5280050f7e347bc4d,True,True,True,True,True,True,True,,991,991,513353,513353,0,f3b7fe9
gmcp_r,1000,10,5,1,5,2422,2422,6,247750,247.75,0.24775,995,b6883a4f0b827ad50bc8f7f607f2fe44a11cdefe10bc72a0523c2283768351ce,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,1,995,515425,515425,995,9324250,9324.25,9.32425,995,,54d392cc16481cdecae19e63dd468b1146294970ad8e8e13ad478e0253d065f7,True,True,True,True,True,True,True,,995,995,515425,515425,0,f3b7fe9
gmcp_r,1000,10,9,1,9,4134,4134,10,302792,302.792,0.302792,999,a49b8dec4df21eb21ceecc6ccebbbaa81af80d550a27cc540b40d1082ffee28e,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,1,999,517498,517498,999,10121042,10121.042,10.121042,999,,a6c8d7f92883980eed1364050d0a2f6a94dae202336c8b6e6a43c95568cab4b8,True,True,True,True,True,True,True,,999,999,517498,517498,0,f3b7fe9
gmcp_r,1000,10,1,2,1,710,710,2,190125,190.125,0.190125,991,ae5dc9875c04b0754d32a31990c4a83417ab2e4186d5f03559bc609ffe774b01,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,2,991,513313,513313,991,9513792,9513.792,9.513792,991,,b154a3691910224305f980d059ec56a3255a780aaaaf79c683cbf3ff0198851b,True,True,True,True,True,True,True,,991,991,513313,513313,0,f3b7fe9
gmcp_r,1000,10,5,2,5,2422,2422,6,283334,283.334,0.283334,995,b9f4778e26624b2eca3a18879b8ad48019f4f84921237df36294d81bdc2912a3,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,2,995,515385,515385,995,10524417,10524.417,10.524417,995,,19f4c6305adc3e424490bff447ed5a280635c3cffcce78d44f672da0e37002f9,True,True,True,True,True,True,True,,995,995,515385,515385,0,f3b7fe9
gmcp_r,1000,10,9,2,9,4134,4134,10,281208,281.208,0.281208,999,0babca7ee40070afc8377f235d4f2aef2b1af594f7f28c673ce77cef86833a94,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,2,999,517458,517458,999,10468208,10468.208,10.468208,999,,babf2726cb5d2cf88390c022c45d87a63e19be37ada576268405e097772db2ea,True,True,True,True,True,True,True,,999,999,517458,517458,0,f3b7fe9
gmcp_r,1000,10,1,3,1,710,710,2,329792,329.792,0.329792,991,f21e799076f866e33401864ccbd4ab68b85a895b35161fb6e3881946728849e9,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,3,991,513301,513301,991,9445791,9445.791,9.445791,991,,84b3cd6354f604b0bec2293b773b87e5fff7d59ff93279b6b8a6b81d48fdbd6d,True,True,True,True,True,True,True,,991,991,513301,513301,0,f3b7fe9
gmcp_r,1000,10,5,3,5,2422,2422,6,228042,228.042,0.228042,995,fb4ecbc665d6ff4a919f015645263f84bc388ff1709a643a036881c370f7ae62,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,3,995,515376,515376,995,10105541,10105.541,10.105541,995,,da0582c75c5fba9ecc2d2aaa3dfbca162ca0acf5ff19925b945491f0d9b8d9a6,True,True,True,True,True,True,True,,995,995,515376,515376,0,f3b7fe9
gmcp_r,1000,10,9,3,9,4134,4134,10,303292,303.292,0.303292,999,3773eb655cb6d6c4dcab70743dc6cb517933d7f2658db9f5bb17ef319c107b18,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,3,999,517448,517448,999,10289083,10289.083,10.289083,999,,4b74f892902258e6c01052247522bd5c15787f09b989db68396c6ace435f7b26,True,True,True,True,True,True,True,,999,999,517448,517448,0,f3b7fe9
gmcp_r,1000,10,1,4,1,711,711,2,470750,470.75,0.47075,991,54b92784694242adce6bcc5146261f212cce00fd10fe44d81e6e981f18ff43cf,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,4,991,513296,513296,991,9335750,9335.75,9.33575,991,,a053abbfb5742e128697f1650830956e6d8df56dab276e15b906707d30d59399,True,True,True,True,True,True,True,,991,991,513296,513296,0,f3b7fe9
gmcp_r,1000,10,5,4,5,2423,2423,6,258334,258.334,0.258334,995,ae2fcb4a621ae760d9a8da4c2332654ef0125836fb59394bc70d541cb00454fd,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,4,995,515369,515369,995,9506834,9506.834,9.506834,995,,bc9e8d7cc0a0fa700594c86cbbf4206a347212f7efffad37cceb01b558806a3e,True,True,True,True,True,True,True,,995,995,515369,515369,0,f3b7fe9
gmcp_r,1000,10,9,4,9,4135,4135,10,328916,328.916,0.328916,999,a3a1d0c06335e1b67347b1ca241ad7fa1592f42a804cc4d6269d0ba3d1786d7d,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,4,999,517441,517441,999,9957750,9957.75,9.95775,999,,35a3020cc4b8f4bafe178fb2f2d355a3472ec4b18ceeb2f9f104c0e265d65e82,True,True,True,True,True,True,True,,999,999,517441,517441,0,f3b7fe9
gmcp_r,1000,10,1,5,1,710,710,2,304916,304.916,0.304916,991,c41ff6265798abd847ee76a4e1edbb23b659533e529b277bd74b928ae3dec025,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,5,991,513308,513308,991,9580166,9580.166,9.580166,991,,fe3c1cf4cc3731674eb5aba8586b714e0ba73b204d684fc5b5805d046b615adc,True,True,True,True,True,True,True,,991,991,513308,513308,0,f3b7fe9
gmcp_r,1000,10,5,5,5,2422,2422,6,226875,226.875,0.226875,995,2237e9a47df39b1a7e3b9d1301f8f018c1e1527843796869921139e7221a84e9,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,5,995,515380,515380,995,9564584,9564.584,9.564584,995,,82e5c055ed7ffe68df0cea91caaa3352b168dad47ccd801ab7f8d5e63f1880fe,True,True,True,True,True,True,True,,995,995,515380,515380,0,f3b7fe9
gmcp_r,1000,10,9,5,9,4134,4134,10,238041,238.041,0.238041,999,8fc23514bfd95c3a7226891a1201a8f1fd71a4fb4a6d4f5f2d54c7ba47661787,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,5,999,517448,517448,999,9714583,9714.583,9.714583,999,,30e88374b367030482f0a00233c5a0aa87ebdbb86c3bc9dc2594e21144610ca0,True,True,True,True,True,True,True,,999,999,517448,517448,0,f3b7fe9
gmcp_r,1000,10,1,6,1,710,710,2,310792,310.792,0.310792,991,f54ac7805967f8e999c3727ff3d504a5b6671490ca6723d278c219f75cf47476,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,6,991,513315,513315,991,9417708,9417.708,9.417708,991,,463a5d70e033b895732c34a4030445e7638c3769c93a3367b484cda210a2137b,True,True,True,True,True,True,True,,991,991,513315,513315,0,f3b7fe9
gmcp_r,1000,10,5,6,5,2422,2422,6,355458,355.458,0.355458,995,be749ea0aad717f53717183c27539fce241ef459d44dc627c3e801f640f4bce0,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,6,995,515388,515388,995,9924875,9924.875,9.924875,995,,5e9521cb4db0528ebf6dab5b8d00dce4bba1b30caec0845ec75ef3490db59b74,True,True,True,True,True,True,True,,995,995,515388,515388,0,f3b7fe9
gmcp_r,1000,10,9,6,9,4134,4134,10,279958,279.958,0.279958,999,803c1ed6d77dff071e8cdb3d51e19a0a9204308f5d7536815d31cf56533f079a,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,6,999,517462,517462,999,9670500,9670.5,9.6705,999,,0390ce43caee2d26651e2320251d4f745841283bcbdd3297805f2527881eb5b7,True,True,True,True,True,True,True,,999,999,517462,517462,0,f3b7fe9
gmcp_r,1000,10,1,7,1,710,710,2,845458,845.458,0.845458,991,8e166d833b2dc153fe9de1d4065083220226211821c6ad8fc43dca0a0af1e7b0,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,7,991,513303,513303,991,9961750,9961.75,9.96175,991,,6155a6dfbf81b56c00e6d3b4e409215b59342d3231fb8f1f4067aea6bb1da173,True,True,True,True,True,True,True,,991,991,513303,513303,0,f3b7fe9
gmcp_r,1000,10,5,7,5,2422,2422,6,443334,443.334,0.443334,995,5882aecb923e4fb9b266405b3e7f5f633f5657ba284d853bc0b6aa7845ef7c96,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,7,995,515376,515376,995,12448584,12448.584,12.448584,995,,7ddcc61611d2336336873a49a7a087e6d66fdecb829af473df4e97b34d6a3e35,True,True,True,True,True,True,True,,995,995,515376,515376,0,f3b7fe9
gmcp_r,1000,10,9,7,9,4134,4134,10,257041,257.041,0.257041,999,ae44cf62e730f03d692e29931d2f5236547bd510162cb38787d9a8de542558f4,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,7,999,517451,517451,999,9953792,9953.792,9.953792,999,,cdde3883e8da6319200af413cac4c59689c1edd914657758fbf1d052daad9680,True,True,True,True,True,True,True,,999,999,517451,517451,0,f3b7fe9
gmcp_r,1000,10,1,8,1,710,710,2,403542,403.542,0.403542,991,4b5c861e13ce5a2edcecea5b1798b17690314bb7904051c51f89f9fad720012c,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,8,991,513318,513318,991,9918875,9918.875,9.918875,991,,4b052155e0e667babee79bb6c6a8692f53da22b25bd431e4b2c97af7a387b939,True,True,True,True,True,True,True,,991,991,513318,513318,0,f3b7fe9
gmcp_r,1000,10,5,8,5,2422,2422,6,244750,244.75,0.24475,995,d7e14905f1c16a8175a0692777df74370e4b3f754d8b9fd270b21ec27a329fa0,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,8,995,515390,515390,995,9470083,9470.083,9.470083,995,,38b839bd4071281b8595c0fe17e421dde063ba7eb3e144196239ad70774f9569,True,True,True,True,True,True,True,,995,995,515390,515390,0,f3b7fe9
gmcp_r,1000,10,9,8,9,4134,4134,10,248542,248.542,0.248542,999,7faa0ec82244b64014ea82cb88e6afaece3b22532f5f7411c60c35990c34cbec,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,8,999,517465,517465,999,10391292,10391.292,10.391292,999,,006d16e8751fb5f9277232012a88c36572f46665644a2a6e3d8a5f70605a939e,True,True,True,True,True,True,True,,999,999,517465,517465,0,f3b7fe9
gmcp_r,1000,10,1,9,1,710,710,2,125458,125.458,0.125458,991,72cbf1dd51f1e13958b610e5e19084996fbcd87abea963c122649f89900e137a,,True,True,True,True,True,True,True,,1,1,428,428,423504,f3b7fe9
authenticated_hash_chain,1000,10,1,9,991,513272,513272,991,10309417,10309.417,10.309417,991,,a158566389593b2abbeeff01113d947bf41b53184af519693888f44c49bc1fde,True,True,True,True,True,True,True,,991,991,513272,513272,0,f3b7fe9
gmcp_r,1000,10,5,9,5,2422,2422,6,222875,222.875,0.222875,995,c5282cfd0a322a27f30bf8341619e19e970eddeec0a3e0e3aacf87e4a9e5b87f,,True,True,True,True,True,True,True,,5,5,2140,2140,423504,f3b7fe9
authenticated_hash_chain,1000,10,5,9,995,515344,515344,995,9438333,9438.333,9.438333,995,,7a46db603b4f678859698c288edaa13138b964bfd3c7db4e867eed4fa297e298,True,True,True,True,True,True,True,,995,995,515344,515344,0,f3b7fe9
gmcp_r,1000,10,9,9,9,4134,4134,10,291292,291.292,0.291292,999,693360c42f0df82d3ee6efdf4f9774437bebcadc8e01429f64535903bae5256a,,True,True,True,True,True,True,True,,9,9,3852,3852,423504,f3b7fe9
authenticated_hash_chain,1000,10,9,9,999,517416,517416,999,10129833,10129.833,10.129833,999,,5538003c1e640b671a98dcb0befa7cd0eb9af6a89e7b0fdc4c34c7defccbeb1f,True,True,True,True,True,True,True,,999,999,517416,517416,0,f3b7fe9
gmcp_r,1000,10,1,10,1,713,713,2,177250,177.25,0.17725,991,8767f1a4d91b2234bc881aa7801ba435e998cc7b183c4354709ca76160648f26,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,10,991,515282,515282,991,9611667,9611.667,9.611667,991,,1e8ed3dc4b41a294e604b140e9636f3ef22f671995794a1ad8518641a7f397c3,True,True,True,True,True,True,True,,991,991,515282,515282,0,f3b7fe9
gmcp_r,1000,10,5,10,5,2433,2433,6,297917,297.917,0.297917,995,cb0a3a4467792e0b946e711437faf73f6b7445a299923ff3bedeecac980eae1f,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,10,995,517361,517361,995,9843292,9843.292,9.843292,995,,d40dd81cc7b867ca0d00aa2a1ccd8426a6244976828ddc69e948b24687aecb7b,True,True,True,True,True,True,True,,995,995,517361,517361,0,f3b7fe9
gmcp_r,1000,10,9,10,9,4153,4153,10,260041,260.041,0.260041,999,a757500df3c461bed84e5e2be7aa43e5cafa81e61dd8ff7584350c4cdbc4a18f,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,10,999,519442,519442,999,9730000,9730.0,9.73,999,,fd1a5c17a598b18c66f589ff685f6096d80943e1937e4ab939501fc63027f72a,True,True,True,True,True,True,True,,999,999,519442,519442,0,f3b7fe9
gmcp_r,1000,10,1,11,1,714,714,2,165041,165.041,0.165041,991,e943da3304195afc6b4d02eabebbe2a2229d8345542e8d9a87545d0b466a2fa6,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,11,991,515309,515309,991,10285958,10285.958,10.285958,991,,e24052dfef25939dfc50587eccfa7a39165464970bd930446346d08d1d8290d8,True,True,True,True,True,True,True,,991,991,515309,515309,0,f3b7fe9
gmcp_r,1000,10,5,11,5,2434,2434,6,252084,252.084,0.252084,995,88e1473434cde9ef149b1a33728fee1d265341c722c21623ea1acc9e8fbeb376,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,11,995,517387,517387,995,9916500,9916.5,9.9165,995,,a790b56b60a3543932fc8a85338b5e95d132ca95153f3575b5849943089e10c7,True,True,True,True,True,True,True,,995,995,517387,517387,0,f3b7fe9
gmcp_r,1000,10,9,11,9,4154,4154,10,270334,270.334,0.270334,999,4d19b9621a9b555fc7ae454a5dcaeae971dd11f3d87de4f8303bcc289f1cd07a,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,11,999,519468,519468,999,9531334,9531.334,9.531334,999,,1478c0ef5ffd6709d7f9bbb4be6159f67e7c55c3c40b28a50f383b8f57147b95,True,True,True,True,True,True,True,,999,999,519468,519468,0,f3b7fe9
gmcp_r,1000,10,1,12,1,714,714,2,149084,149.084,0.149084,991,b85b2b757d91c36f692bd841f8eb796aa1e6a7488b0770390dfd82125645c20b,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,12,991,515319,515319,991,10133417,10133.417,10.133417,991,,044042ce1b4443dc870655e5903b7ea14215df4b96472f96eca3655caa53471b,True,True,True,True,True,True,True,,991,991,515319,515319,0,f3b7fe9
gmcp_r,1000,10,5,12,5,2434,2434,6,345000,345.0,0.345,995,4c09aafd1f355af7f894f98e2e5249eb17977b185be6be509a523aa03a31df01,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,12,995,517398,517398,995,9856542,9856.542,9.856542,995,,011b19a97a8ffafa90fdd7ca09b0e987614aba2817e9fee85a9a3f3745d1d805,True,True,True,True,True,True,True,,995,995,517398,517398,0,f3b7fe9
gmcp_r,1000,10,9,12,9,4154,4154,10,268500,268.5,0.2685,999,c40b6a33d8ef975068984d1690befaf02bcf165d225eb1fe25122ab296086804,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,12,999,519477,519477,999,10110666,10110.666,10.110666,999,,01bf54d3677d72121d70cf16285e0da9a0e686e4a3f4a9a2f871b91d6c89b67b,True,True,True,True,True,True,True,,999,999,519477,519477,0,f3b7fe9
gmcp_r,1000,10,1,13,1,713,713,2,83125,83.125,0.083125,991,53ee0e4198e58ef23c5fd62df688c7bb8663122aac2edda61e2cb71485899fed,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,13,991,515292,515292,991,10413166,10413.166,10.413166,991,,21928776c290d54248013c8d43adf0c43f9a3077ad1b9d3226beab790a604568,True,True,True,True,True,True,True,,991,991,515292,515292,0,f3b7fe9
gmcp_r,1000,10,5,13,5,2433,2433,6,248709,248.709,0.248709,995,4120384603ad9d97f5ced1063b9b857763e19c4165678a57050cce2567562279,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,13,995,517371,517371,995,10253375,10253.375,10.253375,995,,59c9e89017e91777532f15d147fc155591bb61a252fda8dd5198f8cb17d2cc05,True,True,True,True,True,True,True,,995,995,517371,517371,0,f3b7fe9
gmcp_r,1000,10,9,13,9,4153,4153,10,262125,262.125,0.262125,999,fadc67e3121bd7a81aad09120518e568c92a0718935ea81e683ff57116334d48,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,13,999,519449,519449,999,9663250,9663.25,9.66325,999,,3c405d689b3bdfa303454638dd8db7c8f283142b4fd15dd4be3243e5278cf937,True,True,True,True,True,True,True,,999,999,519449,519449,0,f3b7fe9
gmcp_r,1000,10,1,14,1,713,713,2,169792,169.792,0.169792,991,5ccc64f817742319fe0bc2afb5c12ec33ed0452a8d5353fdc47aa282ec54d635,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,14,991,515301,515301,991,9497041,9497.041,9.497041,991,,6af8bd759f41795fb3f5cc839a38a3ddbd178ac8051ec4e91d98fde1fcfb22db,True,True,True,True,True,True,True,,991,991,515301,515301,0,f3b7fe9
gmcp_r,1000,10,5,14,5,2433,2433,6,248750,248.75,0.24875,995,f715301043146b12804f22ef0df1e45f959a291e781d343fed6facd204b8b0d9,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,14,995,517381,517381,995,10061333,10061.333,10.061333,995,,ea5995542bd84b25cfb79ed6e2fa6004c701b4c22c85e52163b2bf8bb7ee5ec7,True,True,True,True,True,True,True,,995,995,517381,517381,0,f3b7fe9
gmcp_r,1000,10,9,14,9,4153,4153,10,295791,295.791,0.295791,999,c78d0461a11f8deab5fb89a1f9281093a9a2d73d975a9c4ed3e73b2382c1631f,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,14,999,519463,519463,999,9931417,9931.417,9.931417,999,,32286a83ddc878ef641e6fdec11ba17fc4ec6a8718b484d24ce6499d26501117,True,True,True,True,True,True,True,,999,999,519463,519463,0,f3b7fe9
gmcp_r,1000,10,1,15,1,713,713,2,161292,161.292,0.161292,991,b52b57a1b8f54eea2da0328b386cd6b9159ab374f7f22c4c1a52239559c35aa3,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,15,991,515330,515330,991,10160916,10160.916,10.160916,991,,ab5e80c246d7a97b06e7e8d6f59008b76fa65753c405bb483a27be496f164a01,True,True,True,True,True,True,True,,991,991,515330,515330,0,f3b7fe9
gmcp_r,1000,10,5,15,5,2433,2433,6,265667,265.667,0.265667,995,e1d2e85c2ab5857e0b8b17fbf2e061592a0a208f14728bdf90656cb6c63cbef4,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,15,995,517409,517409,995,10211541,10211.541,10.211541,995,,f7533afb1940b42f9a491e32f6b56488aca946c381def38e66d97f6385d40b47,True,True,True,True,True,True,True,,995,995,517409,517409,0,f3b7fe9
gmcp_r,1000,10,9,15,9,4153,4153,10,283834,283.834,0.283834,999,726b8026d706e6ad5faa6c4d3be2d6cbfbe326c271b9061fa5ab46928098b738,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,15,999,519490,519490,999,10558708,10558.708,10.558708,999,,56cf68ce38c5e7634dac9b7548c195a88a0cb8580a83149400d8bd410c48fb5e,True,True,True,True,True,True,True,,999,999,519490,519490,0,f3b7fe9
gmcp_r,1000,10,1,16,1,714,714,2,136875,136.875,0.136875,991,eea57da4c2770ff4ba31c3ade4a68fd81da35e2d14252834032506698edc2bbf,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,16,991,515269,515269,991,9701000,9701.0,9.701,991,,f8d777cc9ead974211249001c9a3cff8e48d088ee6122e130e0dec2d0d78dedd,True,True,True,True,True,True,True,,991,991,515269,515269,0,f3b7fe9
gmcp_r,1000,10,5,16,5,2434,2434,6,237250,237.25,0.23725,995,de3646cc2d68e077a2259e12b778f2174f15ef28ca5af48c9262599d8492b04a,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,16,995,517352,517352,995,9922125,9922.125,9.922125,995,,2b89508ca3920b007ed0e552218fac167bf69dbcfe3c3a102d79b0dd1dd66120,True,True,True,True,True,True,True,,995,995,517352,517352,0,f3b7fe9
gmcp_r,1000,10,9,16,9,4154,4154,10,244250,244.25,0.24425,999,1863d157d4bef0d21738d43aa962fcb641c8da247d7416348b63698066436ef5,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,16,999,519431,519431,999,9645666,9645.666,9.645666,999,,b7c81d52c351bc027fb8cd755d0e75c55b8188ba45983e7d77907e7a9b69eea2,True,True,True,True,True,True,True,,999,999,519431,519431,0,f3b7fe9
gmcp_r,1000,10,1,17,1,713,713,2,150583,150.583,0.150583,991,d8639304a6c5ae5aba955410eb6cbff6f878c450ca433de30ed441f4414e30bf,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,17,991,515284,515284,991,9678833,9678.833,9.678833,991,,52829a590c24fbe9cf219d0cf679a82902963dfb8e985a73fe93c9a640e34ccb,True,True,True,True,True,True,True,,991,991,515284,515284,0,f3b7fe9
gmcp_r,1000,10,5,17,5,2433,2433,6,229333,229.333,0.229333,995,34b640a81264ea641d075317b88d8b835908463f9f2686029a6c57fa839cf5e4,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,17,995,517363,517363,995,9615125,9615.125,9.615125,995,,c0a988cab2bc198a44937211f54c69449bb58e99b1c4dbbe2068f6194bddda40,True,True,True,True,True,True,True,,995,995,517363,517363,0,f3b7fe9
gmcp_r,1000,10,9,17,9,4153,4153,10,258291,258.291,0.258291,999,c39d23cbbe0367e04c72d39bcb2c1145b3471ea0d2eed2070f3d1d9431817b81,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,17,999,519442,519442,999,9705708,9705.708,9.705708,999,,5a87abe6e1c91e4b1509969e8b64da702fa05436ce0de7a98c64aba5962078ce,True,True,True,True,True,True,True,,999,999,519442,519442,0,f3b7fe9
gmcp_r,1000,10,1,18,1,713,713,2,153250,153.25,0.15325,991,1a0e8071b23f19d6340a8a1b11e6db5ceefec90a193342e7b84c85fa43727c48,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,18,991,515312,515312,991,9671125,9671.125,9.671125,991,,6d1ccd955d6cadbd9a57958d8ce48528552a03d881eb3d4484672c2248a0b700,True,True,True,True,True,True,True,,991,991,515312,515312,0,f3b7fe9
gmcp_r,1000,10,5,18,5,2433,2433,6,241750,241.75,0.24175,995,e3fc84b600d447810668f14d1186d5742cd41f924f4c639830458766c273b86f,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,18,995,517394,517394,995,9801375,9801.375,9.801375,995,,5abcc1f8893062a53836ac202a58d7473fece4a0f37c69da6b20f11183f4edb0,True,True,True,True,True,True,True,,995,995,517394,517394,0,f3b7fe9
gmcp_r,1000,10,9,18,9,4153,4153,10,291834,291.834,0.291834,999,7adf15e0915cf6201dee2dfc03cef8f99a1c74d68dece2ebee9e3a8c9cd11ec0,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
authenticated_hash_chain,1000,10,9,18,999,519474,519474,999,10256750,10256.75,10.25675,999,,64e10a75ce36dc3919f2baf997879edb4c42f2349012904f2e7f25d8340259e3,True,True,True,True,True,True,True,,999,999,519474,519474,0,f3b7fe9
gmcp_r,1000,10,1,19,1,713,713,2,377250,377.25,0.37725,991,0b5d2b912cbdc73992b5f5a3a75f244bb0ea84b7a219ea5162fa42373810e864,,True,True,True,True,True,True,True,,1,1,430,430,425484,f3b7fe9
authenticated_hash_chain,1000,10,1,19,991,515278,515278,991,9971959,9971.959,9.971959,991,,f3411b5e37022f4e0d7893376ef91ac8126e1d057a766954e1845f205364bd1c,True,True,True,True,True,True,True,,991,991,515278,515278,0,f3b7fe9
gmcp_r,1000,10,5,19,5,2433,2433,6,240625,240.625,0.240625,995,93623987fe196187e5a2fbf744c84666d96ec79ca4e1671efe4c7852a2f95608,,True,True,True,True,True,True,True,,5,5,2150,2150,425484,f3b7fe9
authenticated_hash_chain,1000,10,5,19,995,517359,517359,995,9669791,9669.791,9.669791,995,,e17d7548d2df0e789713fc6ac21e03e1d0d2c6f5228c103c1a57ebcafaaa2acd,True,True,True,True,True,True,True,,995,995,517359,517359,0,f3b7fe9
gmcp_r,1000,10,9,19,9,4153,4153,10,260750,260.75,0.26075,999,5074aa847498dcacd776fe036e76d7df0bddd4a29507d4292d9871a5fd90587f,,True,True,True,True,True,True,True,,9,9,3870,3870,425484,f3b7fe9
