protocol,n,k,offset,repeat_id,replay_count,recovery_material_bytes,logical_bytes_read,auth_records_verified,recovery_time_ns,recovery_time_us,recovery_time_ms,target_seq,reconstructed_mem,reconstructed_hash,target_state_match,checkpoint_auth_ok,record_auth_ok,chain_continuity_ok,payload_hash_ok,stored_mem_ok,recovery_valid,failure_reason,records_scanned,records_replayed,physical_bytes_read,logical_bytes_replayed,seek_offset,git_commit
gmcp_r,10000,100,50,28,50,21988,21988,51,680917,680.917,0.680917,9950,04a2291d8df863a47c7ccba2fbc07427c535555cf4b9ebf57a5c4d6ec9a7ccf8,,True,True,True,True,True,True,True,,50,50,21700,21700,4294386,f3b7fe9
authenticated_hash_chain,10000,100,50,28,9950,5213612,5213612,9950,104686291,104686.291,104.686291,9950,,e6c98b39012d745dd3c79ea034d7996cb1ff47b72fd556ddca1aae488e8ddfbd,True,True,True,True,True,True,True,,9950,9950,5213612,5213612,0,f3b7fe9
gmcp_r,10000,100,99,28,99,43254,43254,100,1106875,1106.875,1.106875,9999,64428e392f8fc99a5ca4da765ef11b20b9f569f72cac802745650cfcb505ee3d,,True,True,True,True,True,True,True,,99,99,42966,42966,4294386,f3b7fe9
authenticated_hash_chain,10000,100,99,28,9999,5239289,5239289,9999,103837250,103837.25,103.83725,9999,,30ffec5ffe68aac69b538d4d73144d76a368fd899c832c551166b7161b054f60,True,True,True,True,True,True,True,,9999,9999,5239289,5239289,0,f3b7fe9
gmcp_r,10000,100,1,29,1,722,722,2,207875,207.875,0.207875,9901,819298cae897a3d520946f9d669c63c436f8d44405c7e3978ad8fa47c7af6f85,,True,True,True,True,True,True,True,,1,1,434,434,4294386,f3b7fe9
authenticated_hash_chain,10000,100,1,29,9901,5187895,5187895,9901,98243875,98243.875,98.243875,9901,,6ac8cdc6b15e0c6ea836945006772be0f428eb42064bff945fd368cf8762081e,True,True,True,True,True,True,True,,9901,9901,5187895,5187895,0,f3b7fe9
gmcp_r,10000,100,50,29,50,21988,21988,51,631042,631.042,0.631042,9950,1b28fe9936fd6203271bf1328b2b55ca4842ceec22b0430029c4ea04748b1fd6,,True,True,True,True,True,True,True,,50,50,21700,21700,4294386,f3b7fe9
authenticated_hash_chain,10000,100,50,29,9950,5213573,5213573,9950,99016417,99016.417,99.016417,9950,,d88dfe7e09df4d0b09da02f54fc17d8b855f3816a5aa3b8ede6b5550fc54fe54,True,True,True,True,True,True,True,,9950,9950,5213573,5213573,0,f3b7fe9
gmcp_r,10000,100,99,29,99,43254,43254,100,1074583,1074.583,1.074583,9999,b56232ffc379fa6919f5f4140ff3ff6ecb25f05b4705834cb70e8448d0c9847c,,True,True,True,True,True,True,True,,99,99,42966,42966,4294386,f3b7fe9
authenticated_hash_chain,10000,100,99,29,9999,5239257,5239257,9999,107175417,107175.417,107.175417,9999,,3998f0666866890de3ad9dfbc043d2efb98c31d07de1b45e46a5ba143f58c0b1,True,True,True,True,True,True,True,,9999,9999,5239257,5239257,0,f3b7fe9
gmcp_r,10000,100,1,30,1,722,722,2,141375,141.375,0.141375,9901,c6cf1c9f2941f2fee34bfc8ad8d437c45f84e944aeca9df15d43ef80b5e0f397,,True,True,True,True,True,True,True,,1,1,434,434,4294386,f3b7fe9
authenticated_hash_chain,10000,100,1,30,9901,5187846,5187846,9901,99534458,99534.458,99.534458,9901,,cb58b42a1cf87ec92edc2b46b683c765e7bae0bfcd277c5c0e4ee48b51ae5b07,True,True,True,True,True,True,True,,9901,9901,5187846,5187846,0,f3b7fe9
gmcp_r,10000,100,50,30,50,21988,21988,51,710125,710.125,0.710125,9950,e4616a39e9a21a9c1a1990f2eaf3dcfd4861742876e9086bb45f26caf0dc0470,,True,True,True,True,True,True,True,,50,50,21700,21700,4294386,f3b7fe9
authenticated_hash_chain,10000,100,50,30,9950,5213529,5213529,9950,99497042,99497.042,99.497042,9950,,d981ed60500ac169b9280208751e56814c0f5aa712991f03aee95126f8f7cde7,True,True,True,True,True,True,True,,9950,9950,5213529,5213529,0,f3b7fe9
gmcp_r,10000,100,99,30,99,43254,43254,100,1004625,1004.625,1.004625,9999,fbbbca57856204465120ef6bc7e5f27a053d3928a0ec4f76fa49440aa205bb4d,,True,True,True,True,True,True,True,,99,99,42966,42966,4294386,f3b7fe9
authenticated_hash_chain,10000,100,99,30,9999,5239217,5239217,9999,101180541,101180.541,101.180541,9999,,826b10c408862adb37a767f3bac23f751c848aa6aa2060294f5dccba21ffe8df,True,True,True,True,True,True,True,,9999,9999,5239217,5239217,0,f3b7fe9
gmcp_r,10000,500,1,1,1,719,719,2,121375,121.375,0.121375,9501,e90a3ea3cf942a41d1b5ac9ea2ee7d32c0e3997dcca4180b57ca6d6e6b12664d,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,1,9501,4958952,4958952,9501,94067125,94067.125,94.067125,9501,,1e9d6d1977376ca6b91cccb4fb6e4b7ec1bba015773b068d0a7dab82d06ecffd,True,True,True,True,True,True,True,,9501,9501,4958952,4958952,0,f3b7fe9
gmcp_r,10000,500,250,1,250,108287,108287,251,2301833,2301.833,2.301833,9750,43772e4ce4695427d22e39c99ab32b7ced815d194d153d40aae6d16365b16089,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,1,9750,5088968,5088968,9750,96015125,96015.125,96.015125,9750,,65554c0fb1a854df5fa83ab8d603433c311a1aa57465d4944be56a0903189713,True,True,True,True,True,True,True,,9750,9750,5088968,5088968,0,f3b7fe9
gmcp_r,10000,500,499,1,499,215855,215855,500,4242875,4242.875,4.242875,9999,121a153e8edbc4a327b2bf34a77bdf2353d959743dd9aad868f6e8759df8ce05,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,1,9999,5218986,5218986,9999,98217708,98217.708,98.217708,9999,,7e83ef924e86ee6177ccdcc62b5d76a8071996988abfacec0d4eb5b862483665,True,True,True,True,True,True,True,,9999,9999,5218986,5218986,0,f3b7fe9
gmcp_r,10000,500,1,2,1,720,720,2,167666,167.666,0.167666,9501,26e9b5890854c3b327d2fa0259a2df40b20cca9de90f6af700b1eab3081e2a99,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,2,9501,4959289,4959289,9501,94603375,94603.375,94.603375,9501,,a8f3217d143bf085b450f34f02e2ae24f1b7542933f894f9dc599b3b2e0cc591,True,True,True,True,True,True,True,,9501,9501,4959289,4959289,0,f3b7fe9
gmcp_r,10000,500,250,2,250,108288,108288,251,2520000,2520.0,2.52,9750,93e4e4d2078cfa7670a240d6759598c410ef75c3288b58e2ab4f2da1f22d6c8c,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,2,9750,5089318,5089318,9750,97247000,97247.0,97.247,9750,,b512eb43a0869baf2787578437d60ef08ece743654820bc3b438703f260f41d8,True,True,True,True,True,True,True,,9750,9750,5089318,5089318,0,f3b7fe9
gmcp_r,10000,500,499,2,499,215856,215856,500,4262417,4262.417,4.262417,9999,0dc72138a30892f06ba0817072246ae52cef66c26cfb3fbd732f07d32f9b2b6d,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,2,9999,5219340,5219340,9999,99284792,99284.792,99.284792,9999,,5c80700601096ffb6b5d9ceaf9ebfb4419ce58a237e4b01fd59d71631752a65f,True,True,True,True,True,True,True,,9999,9999,5219340,5219340,0,f3b7fe9
gmcp_r,10000,500,1,3,1,719,719,2,137250,137.25,0.13725,9501,244f4b21a15bc9a9def5e82575eefdcfe5e4bec327816925b26ec239cf37d24e,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,3,9501,4959208,4959208,9501,94143250,94143.25,94.14325,9501,,04699a28090a9d738c0802cde1018185360d3016cbe35066ce7aa87adc9a0fb4,True,True,True,True,True,True,True,,9501,9501,4959208,4959208,0,f3b7fe9
gmcp_r,10000,500,250,3,250,108287,108287,251,2320166,2320.166,2.320166,9750,d4beb7744d62b1570a75983995adc8e637b33ddca996da01f747d29acdeaac41,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,3,9750,5089246,5089246,9750,96802708,96802.708,96.802708,9750,,a9d0b789d07da2402007141929eb00a0f769345460e28400ecbe37529a391188,True,True,True,True,True,True,True,,9750,9750,5089246,5089246,0,f3b7fe9
gmcp_r,10000,500,499,3,499,215855,215855,500,4738500,4738.5,4.7385,9999,554979cbc9fb9fb8f8260a37f3634150032f4a9c8335c363387820bc1d0f3a4d,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,3,9999,5219273,5219273,9999,106414458,106414.458,106.414458,9999,,5f88b4d063a943928dab7dcd15407f33716e970bd2966fc7a9bc971f0f7253d0,True,True,True,True,True,True,True,,9999,9999,5219273,5219273,0,f3b7fe9
gmcp_r,10000,500,1,4,1,719,719,2,126042,126.042,0.126042,9501,53b5619d24cba872f9601595b3358580006f855a059d906ba22d053127beeeb4,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,4,9501,4958971,4958971,9501,97578916,97578.916,97.578916,9501,,4c78310a34d350a6e7fc22d44d5b89f90b172799db2094abe88b20a0b6623cd0,True,True,True,True,True,True,True,,9501,9501,4958971,4958971,0,f3b7fe9
gmcp_r,10000,500,250,4,250,108287,108287,251,2743041,2743.041,2.743041,9750,92dbe9859109e3d9b40925b12d07f8c769b8def6ea87990076b9a94e3ac76bd6,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,4,9750,5088986,5088986,9750,98251334,98251.334,98.251334,9750,,92853ee7230b5061eca47b1581682181ee4648daa9758417fe315a53f9b094b9,True,True,True,True,True,True,True,,9750,9750,5088986,5088986,0,f3b7fe9
gmcp_r,10000,500,499,4,499,215855,215855,500,4327833,4327.833,4.327833,9999,011f1f41bf9bf38c62fe3c0e16b38556d8a66c9c0404afc7bb112335903eb791,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,4,9999,5219014,5219014,9999,98286167,98286.167,98.286167,9999,,a72376d493d3e9cb48e2f7e1cf3a260abe71cd5df758bddb31f611d02aa1c594,True,True,True,True,True,True,True,,9999,9999,5219014,5219014,0,f3b7fe9
gmcp_r,10000,500,1,5,1,720,720,2,121959,121.959,0.121959,9501,c54ffccfdca4e838e16f8779703be6515e724a9323df40e78c4422618eed1bff,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,5,9501,4959154,4959154,9501,105419083,105419.083,105.419083,9501,,fedad3a78d8060c857e5f27c4185650bd2fd8e707c9bbea6139047eb40bd0209,True,True,True,True,True,True,True,,9501,9501,4959154,4959154,0,f3b7fe9
gmcp_r,10000,500,250,5,250,108288,108288,251,2379667,2379.667,2.379667,9750,7a744d39dde6c3f40dc2fc585cd0ab7c62233afb46e8a00ec7a54e615f9f0047,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,5,9750,5089184,5089184,9750,96590083,96590.083,96.590083,9750,,7fc6eff8da592fd4b92146ed7a4cb1643c4073ff40d7a3d12fe6ed59234f6a08,True,True,True,True,True,True,True,,9750,9750,5089184,5089184,0,f3b7fe9
gmcp_r,10000,500,499,5,499,215856,215856,500,4631083,4631.083,4.631083,9999,9b4329c40cbadc5bb1b28637ebdb9385cdbc4f5e6f64bf76a258568c48a1cf9d,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,5,9999,5219217,5219217,9999,102067750,102067.75,102.06775,9999,,58a9a46916e6ccc87af388e1e8f55806036e5dd2f41f6ca25e38cd4ccc02ac92,True,True,True,True,True,True,True,,9999,9999,5219217,5219217,0,f3b7fe9
gmcp_r,10000,500,1,6,1,720,720,2,118667,118.667,0.118667,9501,62c8e12aad605b40ace366a71c5b6841b2b8ac1737554a7cf6e636db080bcf1f,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,6,9501,4959106,4959106,9501,108956875,108956.875,108.956875,9501,,951cf62d3aabd08a012632ef877386abecc34e5b7085cd4fa3f9c98478e40801,True,True,True,True,True,True,True,,9501,9501,4959106,4959106,0,f3b7fe9
gmcp_r,10000,500,250,6,250,108288,108288,251,2690334,2690.334,2.690334,9750,29bae875c9ea0f37101c0b9eba893fa691f064f1f519ddec0ce0562693822c0f,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,6,9750,5089131,5089131,9750,114043583,114043.583,114.043583,9750,,f34be56b82161f18ab8b344d2c8766edb5bf23d1c3733c26e9bb919128d9bda7,True,True,True,True,True,True,True,,9750,9750,5089131,5089131,0,f3b7fe9
gmcp_r,10000,500,499,6,499,215856,215856,500,4566667,4566.667,4.566667,9999,445eaa920b1994594f18e10d76beafc9872a7cfb3dba12154ababc8af8cd533f,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,6,9999,5219148,5219148,9999,102215084,102215.084,102.215084,9999,,f59f6a0ea5fa6bcb921e83fe08758b8aabb1dd9362d25733c79c4ded1c0379f2,True,True,True,True,True,True,True,,9999,9999,5219148,5219148,0,f3b7fe9
gmcp_r,10000,500,1,7,1,719,719,2,161125,161.125,0.161125,9501,0c0232a92f10d8dc6e755b4c00d3f29ee53889a1db4389a22abb31da39764498,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,7,9501,4959130,4959130,9501,96980625,96980.625,96.980625,9501,,f0f89cac5696bca87f43c59adcf76992968b45ebcfca20c9d1820cd79aaefd1a,True,True,True,True,True,True,True,,9501,9501,4959130,4959130,0,f3b7fe9
gmcp_r,10000,500,250,7,250,108287,108287,251,2256292,2256.292,2.256292,9750,a628faf09c9f18a98bc12bca35c43acc80d642112d30ac6c4a0fee2ce5ae20c5,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,7,9750,5089151,5089151,9750,98523375,98523.375,98.523375,9750,,0408e165520abb4f6d96ea42191ba1a00e94fd8bc0e0c3296dc3d0e020d9b508,True,True,True,True,True,True,True,,9750,9750,5089151,5089151,0,f3b7fe9
gmcp_r,10000,500,499,7,499,215855,215855,500,4573750,4573.75,4.57375,9999,54d573f6a35e7e55bfc45d995a34028df68fca67fc77e61914c9efc58fe0679a,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,7,9999,5219184,5219184,9999,111191667,111191.667,111.191667,9999,,4ac930583c2c53325acfafe120ab10cc56f716dc9defa360346163f3e3a74a7c,True,True,True,True,True,True,True,,9999,9999,5219184,5219184,0,f3b7fe9
gmcp_r,10000,500,1,8,1,719,719,2,136292,136.292,0.136292,9501,671a9fc14bf7cbde335bdbda9d69647bc122bc4fcfac481e2b15d8792a46037e,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,8,9501,4959139,4959139,9501,108200167,108200.167,108.200167,9501,,7e8212cade37e97b372850ec0f1ad59d7d58198913859a346f447db82b262cd3,True,True,True,True,True,True,True,,9501,9501,4959139,4959139,0,f3b7fe9
gmcp_r,10000,500,250,8,250,108287,108287,251,2468625,2468.625,2.468625,9750,f58780c312c81223ee30c2811ea677634b1a7e27a43c5f557c0f46b2de6f8a14,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,8,9750,5089143,5089143,9750,122234500,122234.5,122.2345,9750,,8b44184013e4d2c46dfb3997669799bb8c70fa2a45edb7bc2f5022f4fd75587e,True,True,True,True,True,True,True,,9750,9750,5089143,5089143,0,f3b7fe9
gmcp_r,10000,500,499,8,499,215855,215855,500,4634583,4634.583,4.634583,9999,82b25bb77a41118d065ed9f06a627954ce6bfe1aba4ccb08b631438fe3e1567c,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,8,9999,5219175,5219175,9999,100312583,100312.583,100.312583,9999,,b6a2be8e37b64d066de95c7400dc86a6503eb4f1b4f7e62e02ec2e8b0e1a21e9,True,True,True,True,True,True,True,,9999,9999,5219175,5219175,0,f3b7fe9
gmcp_r,10000,500,1,9,1,719,719,2,161375,161.375,0.161375,9501,05bfeca729c167abcb195a375766b592591b43cc79b10e7127d516dd9be599cf,,True,True,True,True,True,True,True,,1,1,432,432,4101786,f3b7fe9
authenticated_hash_chain,10000,500,1,9,9501,4959153,4959153,9501,95260208,95260.208,95.260208,9501,,8460f4888570e677fdcf8b088bbae5463b4bbdec8db97b95d017e586a46ca27f,True,True,True,True,True,True,True,,9501,9501,4959153,4959153,0,f3b7fe9
gmcp_r,10000,500,250,9,250,108287,108287,251,2445375,2445.375,2.445375,9750,58fc1fbd86d560e2f436bf3db612d9e58c3b55e05cea17ad427cb6e4b7a42e1e,,True,True,True,True,True,True,True,,250,250,108000,108000,4101786,f3b7fe9
authenticated_hash_chain,10000,500,250,9,9750,5089187,5089187,9750,120457791,120457.791,120.457791,9750,,5f17b360f39a3dc3393640c201482cbfc26b9a9b66f116c10b5ac895bfdc2ff8,True,True,True,True,True,True,True,,9750,9750,5089187,5089187,0,f3b7fe9
gmcp_r,10000,500,499,9,499,215855,215855,500,5646584,5646.584,5.646584,9999,94ed4d99b07830e19c5104f771c555db7187bb7913ddfb674797ae2926aad386,,True,True,True,True,True,True,True,,499,499,215568,215568,4101786,f3b7fe9
authenticated_hash_chain,10000,500,499,9,9999,5219203,5219203,9999,113483375,113483.375,113.483375,9999,,23a70270584cf46ea171ae3ff5b89515c36a22e0f54ffd9282f89ad9a9eb1b48,True,True,True,True,True,True,True,,9999,9999,5219203,5219203,0,f3b7fe9
gmcp_r,10000,500,1,10,1,723,723,2,172459,172.459,0.172459,9501,f4f29762f9062704ad248b5d9f7f4c705520065b665cd686e0d7ed11729350c8,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,10,9501,4978169,4978169,9501,94852666,94852.666,94.852666,9501,,b8bae9a6a87b2ed16ad84046facc0c119417c04cecd14110c7ac3b8d12fc25ae,True,True,True,True,True,True,True,,9501,9501,4978169,4978169,0,f3b7fe9
gmcp_r,10000,500,250,10,250,108789,108789,251,2330833,2330.833,2.330833,9750,99d6c6cc870aa36eefac7eb96f229c08313499885df58d6f142b2a9111bd6c74,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,10,9750,5108714,5108714,9750,98256125,98256.125,98.256125,9750,,5b3cecbd3318dbb07fe20676ce3aefa535ab414fbdd187fb8ee044cb3866d4c9,True,True,True,True,True,True,True,,9750,9750,5108714,5108714,0,f3b7fe9
gmcp_r,10000,500,499,10,499,216855,216855,500,4848291,4848.291,4.848291,9999,e7978e3dc285ae9b2aded794f1e2568e832b087227d4201dfa79ee482660f33e,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,10,9999,5239228,5239228,9999,104131750,104131.75,104.13175,9999,,75459f0c70df74e04b7d2a5d8f543f6ba4a586b2c691f5138665c9deb4eafd85,True,True,True,True,True,True,True,,9999,9999,5239228,5239228,0,f3b7fe9
gmcp_r,10000,500,1,11,1,722,722,2,176875,176.875,0.176875,9501,a469d0021723870256f46fb54b9f202958cfa244bc5da1b8a688374d260c1d27,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,11,9501,4978080,4978080,9501,97692625,97692.625,97.692625,9501,,b3b4f64a8d27b353f0e478ab7aa7e76f65f39693f997944b799db1df3707ee90,True,True,True,True,True,True,True,,9501,9501,4978080,4978080,0,f3b7fe9
gmcp_r,10000,500,250,11,250,108788,108788,251,2889417,2889.417,2.889417,9750,c5b8dd8a2943fb198093011a48d44f23c41de2d03de7d90adbd7eb9ac895e9ca,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,11,9750,5108594,5108594,9750,99278542,99278.542,99.278542,9750,,56bf487b66363284739fdaeecc7f91bc2585c2c1f93d6717e4912a5dc12eed4d,True,True,True,True,True,True,True,,9750,9750,5108594,5108594,0,f3b7fe9
gmcp_r,10000,500,499,11,499,216854,216854,500,4387834,4387.834,4.387834,9999,399b057c2ee8ad97322b049a38273933077a8f30db29d27bc39cce9dc9e8f412,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,11,9999,5239107,5239107,9999,105713583,105713.583,105.713583,9999,,33eb42b79bab806137fb1ab5446863c2f00f12f11be92ea0a7b563c2e360d169,True,True,True,True,True,True,True,,9999,9999,5239107,5239107,0,f3b7fe9
gmcp_r,10000,500,1,12,1,723,723,2,198292,198.292,0.198292,9501,445cfc0657f0c0b7fc325914d4ad64bf26eabc01af669c69c9f6a4b05f37d962,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,12,9501,4978070,4978070,9501,97765833,97765.833,97.765833,9501,,791168fc7f05a1c4278bfb83ee5f55e80f3ec5b44188157560467518cd4d90f5,True,True,True,True,True,True,True,,9501,9501,4978070,4978070,0,f3b7fe9
gmcp_r,10000,500,250,12,250,108789,108789,251,2576125,2576.125,2.576125,9750,0038ff9875a58a6cb559a60cb38f6e27c477a158076ff5718c58b7036be9bf09,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,12,9750,5108588,5108588,9750,101869834,101869.834,101.869834,9750,,050ea52cdca92faae4c87d68a281f579855efbaed4c53d1256a5116fdeb60e0a,True,True,True,True,True,True,True,,9750,9750,5108588,5108588,0,f3b7fe9
gmcp_r,10000,500,499,12,499,216855,216855,500,4413417,4413.417,4.413417,9999,138a0c75d31c3a389000d7b3a2c5e44015eb24aaf4a03ea6c8b8b2e24e5fd897,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,12,9999,5239109,5239109,9999,99139000,99139.0,99.139,9999,,eabdccc6da1f258b0f4162acea9f26452552ff62d5cd0bc81d66badb51057e65,True,True,True,True,True,True,True,,9999,9999,5239109,5239109,0,f3b7fe9
gmcp_r,10000,500,1,13,1,723,723,2,139791,139.791,0.139791,9501,f2c1bc57432531ee0ebfb7bc0a624c2b3f3429579210259a997e1dc1e3c77cc8,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,13,9501,4978028,4978028,9501,99825000,99825.0,99.825,9501,,740b62d8a31b1f2a7eb07705dde636d55db5e5f5cf89ee0f47468952b1fdd906,True,True,True,True,True,True,True,,9501,9501,4978028,4978028,0,f3b7fe9
gmcp_r,10000,500,250,13,250,108789,108789,251,2408167,2408.167,2.408167,9750,37a5b8c64b8c772c6a40d68aa679ec884edf50f8f3cf2767b3b837d7e02c51b1,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,13,9750,5108542,5108542,9750,100329459,100329.459,100.329459,9750,,b3b9d08ad8805bbb34159d6f51442c6b071eac43899c5b024f4681b8eb2a341b,True,True,True,True,True,True,True,,9750,9750,5108542,5108542,0,f3b7fe9
gmcp_r,10000,500,499,13,499,216855,216855,500,4436334,4436.334,4.436334,9999,55be6a617c3cb8fdfb01acc31a80f0445dd0f95c72f5c9e57cd85a5f886e1826,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,13,9999,5239072,5239072,9999,100032667,100032.667,100.032667,9999,,7aa89597909dce5afeff08c9ac97c3c4b60350372e7f84dc63d814afd4712118,True,True,True,True,True,True,True,,9999,9999,5239072,5239072,0,f3b7fe9
gmcp_r,10000,500,1,14,1,723,723,2,130958,130.958,0.130958,9501,02376886d022b7af2ec13eeca281bf161eba987eea7b7f454a6626f91c87c247,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,14,9501,4978126,4978126,9501,100308834,100308.834,100.308834,9501,,76458520f6d8c6735aec89e3a3f3390e1437175a4aa2250b0c759daac97029d3,True,True,True,True,True,True,True,,9501,9501,4978126,4978126,0,f3b7fe9
gmcp_r,10000,500,250,14,250,108789,108789,251,2579125,2579.125,2.579125,9750,4ed578560e7476e96cbbf780ee3c6cab5eed0cb9ec6019b6863d875150be8cb7,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,14,9750,5108646,5108646,9750,161461750,161461.75,161.46175,9750,,abc53d91edbbb9001355055d66d581c961d03f0569c6a80a0c715f44e4117780,True,True,True,True,True,True,True,,9750,9750,5108646,5108646,0,f3b7fe9
gmcp_r,10000,500,499,14,499,216855,216855,500,18073834,18073.834,18.073834,9999,7058cea73bf646b0ab30e566483820d8197bcf6bf72dfde5b1d2ffea7a1264a2,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,14,9999,5239156,5239156,9999,128834375,128834.375,128.834375,9999,,0ce9c383b6e053bcb82c89b14d15c516bf2d82e971fa3f66b87ed273a00ab3dd,True,True,True,True,True,True,True,,9999,9999,5239156,5239156,0,f3b7fe9
gmcp_r,10000,500,1,15,1,722,722,2,165750,165.75,0.16575,9501,5cd702cadc5bd43f71ae02d802fee7d5747fec2f309a9c17b56f5cc838ae76c9,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
authenticated_hash_chain,10000,500,1,15,9501,4978212,4978212,9501,99530916,99530.916,99.530916,9501,,498c18a02bad6ebca4333be0fd3bab88c0d2c5c70796962a79cf0b1cc146f3ce,True,True,True,True,True,True,True,,9501,9501,4978212,4978212,0,f3b7fe9
gmcp_r,10000,500,250,15,250,108788,108788,251,2517834,2517.834,2.517834,9750,842a7533a563a92b3e22fa6a6623ed2d420a36e9d54d0e8586b283d82eb8d183,,True,True,True,True,True,True,True,,250,250,108500,108500,4120786,f3b7fe9
authenticated_hash_chain,10000,500,250,15,9750,5108728,5108728,9750,98852042,98852.042,98.852042,9750,,00b431924f32f3a06089bf4d283c55419cedecbe4a382c5d16fe85800652557e,True,True,True,True,True,True,True,,9750,9750,5108728,5108728,0,f3b7fe9
gmcp_r,10000,500,499,15,499,216854,216854,500,4690417,4690.417,4.690417,9999,200ed5f4f66a263dd6837f264222cc163438160012f438600cf4e072b79590fb,,True,True,True,True,True,True,True,,499,499,216566,216566,4120786,f3b7fe9
authenticated_hash_chain,10000,500,499,15,9999,5239253,5239253,9999,127679125,127679.125,127.679125,9999,,1af31ed25791258d074e781fffa5374b64e76bbb4296f06e03c73be1bf2297d9,True,True,True,True,True,True,True,,9999,9999,5239253,5239253,0,f3b7fe9
gmcp_r,10000,500,1,16,1,720,720,2,148917,148.917,0.148917,9501,7c40505b2b3a4dc3421f4f3c7f821f741cf13bc1703851e4275b3667a1e46669,,True,True,True,True,True,True,True,,1,1,434,434,4120786,f3b7fe9
