session_id,protocol,attack_type,attack_category,attack_applicable,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,error_count,success_rate,attack_injected,attack_detected_by_server,throughput_msg_per_sec,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,elapsed_seconds,expected_session_id,packet_session_id,connection_bound_session_id,rejection_reason,rejection_class,attack_expected_reason,attack_reason_match,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r23-1783670489143219,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,23,100,49,51,0,0,49.0,True,True,2958.41,0.14,0.03,0.1,0.27,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r23-1783670489143219,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r23-1783670489143219,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r23-1783670489143219,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r24-1783670489265262,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,24,100,49,51,0,0,49.0,True,True,3068.44,0.13,0.03,0.1,0.24,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r24-1783670489265262,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r24-1783670489265262,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r24-1783670489265262,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r25-1783670489385626,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,25,100,49,51,0,0,49.0,True,True,2798.37,0.15,0.08,0.1,0.77,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r25-1783670489385626,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r25-1783670489385626,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r25-1783670489385626,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r26-1783670489508582,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,26,100,49,51,0,0,49.0,True,True,3084.14,0.14,0.03,0.1,0.24,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r26-1783670489508582,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r26-1783670489508582,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r26-1783670489508582,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r27-1783670489625373,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,27,100,49,51,0,0,49.0,True,True,2709.0,0.15,0.13,0.1,1.19,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r27-1783670489625373,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r27-1783670489625373,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r27-1783670489625373,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r28-1783670489747406,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,28,100,49,51,0,0,49.0,True,True,3028.56,0.14,0.03,0.1,0.21,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r28-1783670489747406,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r28-1783670489747406,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r28-1783670489747406,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r29-1783670489869138,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,29,100,49,51,0,0,49.0,True,True,3071.14,0.14,0.03,0.09,0.27,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r29-1783670489869138,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r29-1783670489869138,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r29-1783670489869138,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r30-1783670489989009,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,128,30,100,49,51,0,0,49.0,True,True,2639.52,0.16,0.12,0.1,0.99,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r30-1783670489989009,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r30-1783670489989009,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p128-r30-1783670489989009,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r1-1783670490113170,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,1,100,49,51,0,0,49.0,True,True,2819.33,0.15,0.1,0.11,1.08,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r1-1783670490113170,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r1-1783670490113170,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r1-1783670490113170,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r2-1783670490236165,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,2,100,49,51,0,0,49.0,True,True,3083.31,0.13,0.02,0.1,0.2,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r2-1783670490236165,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r2-1783670490236165,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r2-1783670490236165,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r3-1783670490356339,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,3,100,49,51,0,0,49.0,True,True,1970.08,0.2,0.23,0.1,1.84,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r3-1783670490356339,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r3-1783670490356339,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r3-1783670490356339,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r4-1783670490486544,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,4,100,49,51,0,0,49.0,True,True,3010.37,0.14,0.03,0.1,0.24,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r4-1783670490486544,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r4-1783670490486544,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r4-1783670490486544,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r5-1783670490608313,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,5,100,49,51,0,0,49.0,True,True,2908.34,0.14,0.04,0.1,0.43,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r5-1783670490608313,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r5-1783670490608313,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r5-1783670490608313,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r6-1783670490728117,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,6,100,49,51,0,0,49.0,True,True,2901.16,0.14,0.02,0.1,0.2,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r6-1783670490728117,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r6-1783670490728117,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r6-1783670490728117,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r7-1783670490850472,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,7,100,49,51,0,0,49.0,True,True,2905.22,0.14,0.04,0.1,0.44,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r7-1783670490850472,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r7-1783670490850472,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r7-1783670490850472,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r8-1783670490971927,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,8,100,49,51,0,0,49.0,True,True,2989.26,0.14,0.03,0.1,0.23,0.12,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r8-1783670490971927,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r8-1783670490971927,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r8-1783670490971927,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r9-1783670491093896,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,9,100,49,51,0,0,49.0,True,True,2908.88,0.14,0.03,0.1,0.32,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r9-1783670491093896,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r9-1783670491093896,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r9-1783670491093896,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r10-1783670491216277,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,10,100,49,51,0,0,49.0,True,True,3014.25,0.14,0.03,0.1,0.22,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r10-1783670491216277,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r10-1783670491216277,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r10-1783670491216277,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r11-1783670491337146,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,11,100,49,51,0,0,49.0,True,True,2929.4,0.14,0.02,0.1,0.21,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r11-1783670491337146,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r11-1783670491337146,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r11-1783670491337146,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r12-1783670491459315,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,12,100,49,51,0,0,49.0,True,True,3052.76,0.13,0.03,0.09,0.2,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r12-1783670491459315,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r12-1783670491459315,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r12-1783670491459315,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r13-1783670491580329,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,13,100,49,51,0,0,49.0,True,True,2660.43,0.15,0.07,0.1,0.65,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r13-1783670491580329,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r13-1783670491580329,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r13-1783670491580329,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r14-1783670491701456,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,14,100,49,51,0,0,49.0,True,True,2633.57,0.16,0.12,0.08,1.12,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r14-1783670491701456,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r14-1783670491701456,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r14-1783670491701456,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r15-1783670491822030,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,15,100,49,51,0,0,49.0,True,True,2961.44,0.14,0.03,0.1,0.24,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r15-1783670491822030,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r15-1783670491822030,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r15-1783670491822030,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r16-1783670491944098,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,16,100,49,51,0,0,49.0,True,True,2854.85,0.15,0.03,0.1,0.22,0.15,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r16-1783670491944098,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r16-1783670491944098,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r16-1783670491944098,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r17-1783670492063667,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,17,100,49,51,0,0,49.0,True,True,3000.44,0.14,0.03,0.1,0.24,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r17-1783670492063667,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r17-1783670492063667,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r17-1783670492063667,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r18-1783670492185548,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,18,100,49,51,0,0,49.0,True,True,2861.29,0.14,0.03,0.09,0.25,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r18-1783670492185548,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r18-1783670492185548,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r18-1783670492185548,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r19-1783670492308241,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,19,100,49,51,0,0,49.0,True,True,1695.16,0.26,0.35,0.1,2.01,0.16,0.03,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r19-1783670492308241,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r19-1783670492308241,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r19-1783670492308241,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r20-1783670492445704,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,20,100,49,51,0,0,49.0,True,True,2433.09,0.17,0.12,0.1,0.97,0.15,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r20-1783670492445704,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r20-1783670492445704,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r20-1783670492445704,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r21-1783670492571442,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,21,100,49,51,0,0,49.0,True,True,2342.6,0.18,0.17,0.1,1.54,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r21-1783670492571442,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r21-1783670492571442,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r21-1783670492571442,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r22-1783670492696900,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,22,100,49,51,0,0,49.0,True,True,2576.64,0.16,0.08,0.11,0.79,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r22-1783670492696900,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r22-1783670492696900,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r22-1783670492696900,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r23-1783670492821481,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,23,100,49,51,0,0,49.0,True,True,2833.68,0.14,0.03,0.1,0.23,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r23-1783670492821481,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r23-1783670492821481,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r23-1783670492821481,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r24-1783670492944393,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,24,100,49,51,0,0,49.0,True,True,2889.53,0.14,0.03,0.1,0.26,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r24-1783670492944393,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r24-1783670492944393,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r24-1783670492944393,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r25-1783670493066864,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,25,100,49,51,0,0,49.0,True,True,2688.62,0.15,0.13,0.1,1.46,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r25-1783670493066864,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r25-1783670493066864,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r25-1783670493066864,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r26-1783670493186639,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,26,100,49,51,0,0,49.0,True,True,3008.52,0.14,0.03,0.1,0.29,0.13,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r26-1783670493186639,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r26-1783670493186639,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r26-1783670493186639,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r27-1783670493308386,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,27,100,49,51,0,0,49.0,True,True,2816.74,0.15,0.04,0.09,0.31,0.14,0.02,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r27-1783670493308386,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r27-1783670493308386,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r27-1783670493308386,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r28-1783670493426222,authenticated_hash_chain,forged_prev_mem_valid_mac,malicious_client,True,100,512,28,100,49,51,0,0,49.0,True,True,1512.38,0.29,0.52,0.11,5.05,0.15,0.03,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r28-1783670493426222,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r28-1783670493426222,baseline-authenticated_hash_chain-forged_prev_mem_valid_mac-m100-p512-r28-1783670493426222,"seq gap detected: expected 50, got 100",malicious_client_detected,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
