session_id,protocol,attack_type,attack_category,attack_applicable,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,error_count,success_rate,attack_injected,attack_detected_by_server,throughput_msg_per_sec,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,elapsed_seconds,expected_session_id,packet_session_id,connection_bound_session_id,rejection_reason,rejection_class,attack_expected_reason,attack_reason_match,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
baseline-gmcp_r-none-m100-p128-r1-1783669909462330,gmcp_r,none,none,True,100,128,1,100,100,0,0,0,100.0,False,False,8296.19,0.1,0.02,0.08,0.22,0.1,0.01,baseline-gmcp_r-none-m100-p128-r1-1783669909462330,baseline-gmcp_r-none-m100-p128-r1-1783669909462330,baseline-gmcp_r-none-m100-p128-r1-1783669909462330,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r2-1783669909591483,gmcp_r,none,none,True,100,128,2,100,100,0,0,0,100.0,False,False,5556.77,0.16,0.13,0.08,0.99,0.1,0.02,baseline-gmcp_r-none-m100-p128-r2-1783669909591483,baseline-gmcp_r-none-m100-p128-r2-1783669909591483,baseline-gmcp_r-none-m100-p128-r2-1783669909591483,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r3-1783669909712786,gmcp_r,none,none,True,100,128,3,100,100,0,0,0,100.0,False,False,5863.7,0.15,0.15,0.09,1.44,0.12,0.02,baseline-gmcp_r-none-m100-p128-r3-1783669909712786,baseline-gmcp_r-none-m100-p128-r3-1783669909712786,baseline-gmcp_r-none-m100-p128-r3-1783669909712786,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r4-1783669909830822,gmcp_r,none,none,True,100,128,4,100,100,0,0,0,100.0,False,False,7076.13,0.12,0.02,0.1,0.2,0.11,0.01,baseline-gmcp_r-none-m100-p128-r4-1783669909830822,baseline-gmcp_r-none-m100-p128-r4-1783669909830822,baseline-gmcp_r-none-m100-p128-r4-1783669909830822,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r5-1783669909946147,gmcp_r,none,none,True,100,128,5,100,100,0,0,0,100.0,False,False,6458.34,0.13,0.03,0.1,0.22,0.12,0.02,baseline-gmcp_r-none-m100-p128-r5-1783669909946147,baseline-gmcp_r-none-m100-p128-r5-1783669909946147,baseline-gmcp_r-none-m100-p128-r5-1783669909946147,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r6-1783669910066363,gmcp_r,none,none,True,100,128,6,100,100,0,0,0,100.0,False,False,6343.95,0.14,0.08,0.09,0.85,0.12,0.02,baseline-gmcp_r-none-m100-p128-r6-1783669910066363,baseline-gmcp_r-none-m100-p128-r6-1783669910066363,baseline-gmcp_r-none-m100-p128-r6-1783669910066363,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r7-1783669910187618,gmcp_r,none,none,True,100,128,7,100,100,0,0,0,100.0,False,False,6947.89,0.13,0.03,0.09,0.22,0.11,0.01,baseline-gmcp_r-none-m100-p128-r7-1783669910187618,baseline-gmcp_r-none-m100-p128-r7-1783669910187618,baseline-gmcp_r-none-m100-p128-r7-1783669910187618,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r8-1783669910307393,gmcp_r,none,none,True,100,128,8,100,100,0,0,0,100.0,False,False,5707.47,0.16,0.1,0.08,0.93,0.15,0.02,baseline-gmcp_r-none-m100-p128-r8-1783669910307393,baseline-gmcp_r-none-m100-p128-r8-1783669910307393,baseline-gmcp_r-none-m100-p128-r8-1783669910307393,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r9-1783669910430453,gmcp_r,none,none,True,100,128,9,100,100,0,0,0,100.0,False,False,7173.67,0.12,0.02,0.1,0.24,0.11,0.01,baseline-gmcp_r-none-m100-p128-r9-1783669910430453,baseline-gmcp_r-none-m100-p128-r9-1783669910430453,baseline-gmcp_r-none-m100-p128-r9-1783669910430453,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r10-1783669910549281,gmcp_r,none,none,True,100,128,10,100,100,0,0,0,100.0,False,False,6920.38,0.13,0.03,0.1,0.22,0.11,0.01,baseline-gmcp_r-none-m100-p128-r10-1783669910549281,baseline-gmcp_r-none-m100-p128-r10-1783669910549281,baseline-gmcp_r-none-m100-p128-r10-1783669910549281,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r11-1783669910665728,gmcp_r,none,none,True,100,128,11,100,100,0,0,0,100.0,False,False,7276.47,0.12,0.02,0.1,0.19,0.11,0.01,baseline-gmcp_r-none-m100-p128-r11-1783669910665728,baseline-gmcp_r-none-m100-p128-r11-1783669910665728,baseline-gmcp_r-none-m100-p128-r11-1783669910665728,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r12-1783669910782618,gmcp_r,none,none,True,100,128,12,100,100,0,0,0,100.0,False,False,7046.88,0.12,0.02,0.09,0.2,0.12,0.01,baseline-gmcp_r-none-m100-p128-r12-1783669910782618,baseline-gmcp_r-none-m100-p128-r12-1783669910782618,baseline-gmcp_r-none-m100-p128-r12-1783669910782618,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r13-1783669910900770,gmcp_r,none,none,True,100,128,13,100,100,0,0,0,100.0,False,False,6301.54,0.14,0.04,0.09,0.29,0.12,0.02,baseline-gmcp_r-none-m100-p128-r13-1783669910900770,baseline-gmcp_r-none-m100-p128-r13-1783669910900770,baseline-gmcp_r-none-m100-p128-r13-1783669910900770,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r14-1783669911022128,gmcp_r,none,none,True,100,128,14,100,100,0,0,0,100.0,False,False,7015.06,0.12,0.03,0.09,0.21,0.11,0.01,baseline-gmcp_r-none-m100-p128-r14-1783669911022128,baseline-gmcp_r-none-m100-p128-r14-1783669911022128,baseline-gmcp_r-none-m100-p128-r14-1783669911022128,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r15-1783669911141366,gmcp_r,none,none,True,100,128,15,100,100,0,0,0,100.0,False,False,7277.99,0.12,0.02,0.1,0.19,0.11,0.01,baseline-gmcp_r-none-m100-p128-r15-1783669911141366,baseline-gmcp_r-none-m100-p128-r15-1783669911141366,baseline-gmcp_r-none-m100-p128-r15-1783669911141366,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r16-1783669911259012,gmcp_r,none,none,True,100,128,16,100,100,0,0,0,100.0,False,False,6008.86,0.15,0.02,0.1,0.25,0.15,0.02,baseline-gmcp_r-none-m100-p128-r16-1783669911259012,baseline-gmcp_r-none-m100-p128-r16-1783669911259012,baseline-gmcp_r-none-m100-p128-r16-1783669911259012,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r17-1783669911381122,gmcp_r,none,none,True,100,128,17,100,100,0,0,0,100.0,False,False,5181.86,0.17,0.05,0.11,0.41,0.16,0.02,baseline-gmcp_r-none-m100-p128-r17-1783669911381122,baseline-gmcp_r-none-m100-p128-r17-1783669911381122,baseline-gmcp_r-none-m100-p128-r17-1783669911381122,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r18-1783669911502194,gmcp_r,none,none,True,100,128,18,100,100,0,0,0,100.0,False,False,5520.64,0.16,0.04,0.09,0.34,0.16,0.02,baseline-gmcp_r-none-m100-p128-r18-1783669911502194,baseline-gmcp_r-none-m100-p128-r18-1783669911502194,baseline-gmcp_r-none-m100-p128-r18-1783669911502194,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r19-1783669911625041,gmcp_r,none,none,True,100,128,19,100,100,0,0,0,100.0,False,False,5719.45,0.15,0.05,0.1,0.41,0.14,0.02,baseline-gmcp_r-none-m100-p128-r19-1783669911625041,baseline-gmcp_r-none-m100-p128-r19-1783669911625041,baseline-gmcp_r-none-m100-p128-r19-1783669911625041,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r20-1783669911743190,gmcp_r,none,none,True,100,128,20,100,100,0,0,0,100.0,False,False,6637.5,0.13,0.04,0.1,0.33,0.12,0.02,baseline-gmcp_r-none-m100-p128-r20-1783669911743190,baseline-gmcp_r-none-m100-p128-r20-1783669911743190,baseline-gmcp_r-none-m100-p128-r20-1783669911743190,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r21-1783669911862748,gmcp_r,none,none,True,100,128,21,100,100,0,0,0,100.0,False,False,6988.64,0.12,0.03,0.08,0.19,0.11,0.01,baseline-gmcp_r-none-m100-p128-r21-1783669911862748,baseline-gmcp_r-none-m100-p128-r21-1783669911862748,baseline-gmcp_r-none-m100-p128-r21-1783669911862748,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r22-1783669911979424,gmcp_r,none,none,True,100,128,22,100,100,0,0,0,100.0,False,False,6976.79,0.12,0.03,0.1,0.23,0.11,0.01,baseline-gmcp_r-none-m100-p128-r22-1783669911979424,baseline-gmcp_r-none-m100-p128-r22-1783669911979424,baseline-gmcp_r-none-m100-p128-r22-1783669911979424,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r23-1783669912096761,gmcp_r,none,none,True,100,128,23,100,100,0,0,0,100.0,False,False,6136.06,0.14,0.03,0.1,0.22,0.15,0.02,baseline-gmcp_r-none-m100-p128-r23-1783669912096761,baseline-gmcp_r-none-m100-p128-r23-1783669912096761,baseline-gmcp_r-none-m100-p128-r23-1783669912096761,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r24-1783669912214450,gmcp_r,none,none,True,100,128,24,100,100,0,0,0,100.0,False,False,6497.76,0.13,0.03,0.09,0.23,0.13,0.02,baseline-gmcp_r-none-m100-p128-r24-1783669912214450,baseline-gmcp_r-none-m100-p128-r24-1783669912214450,baseline-gmcp_r-none-m100-p128-r24-1783669912214450,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r25-1783669912334002,gmcp_r,none,none,True,100,128,25,100,100,0,0,0,100.0,False,False,5761.01,0.16,0.04,0.09,0.32,0.16,0.02,baseline-gmcp_r-none-m100-p128-r25-1783669912334002,baseline-gmcp_r-none-m100-p128-r25-1783669912334002,baseline-gmcp_r-none-m100-p128-r25-1783669912334002,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r26-1783669912454387,gmcp_r,none,none,True,100,128,26,100,100,0,0,0,100.0,False,False,6673.41,0.13,0.03,0.1,0.21,0.12,0.01,baseline-gmcp_r-none-m100-p128-r26-1783669912454387,baseline-gmcp_r-none-m100-p128-r26-1783669912454387,baseline-gmcp_r-none-m100-p128-r26-1783669912454387,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r27-1783669912574709,gmcp_r,none,none,True,100,128,27,100,100,0,0,0,100.0,False,False,6878.95,0.13,0.04,0.09,0.36,0.11,0.01,baseline-gmcp_r-none-m100-p128-r27-1783669912574709,baseline-gmcp_r-none-m100-p128-r27-1783669912574709,baseline-gmcp_r-none-m100-p128-r27-1783669912574709,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r28-1783669912690517,gmcp_r,none,none,True,100,128,28,100,100,0,0,0,100.0,False,False,6281.81,0.14,0.04,0.08,0.31,0.14,0.02,baseline-gmcp_r-none-m100-p128-r28-1783669912690517,baseline-gmcp_r-none-m100-p128-r28-1783669912690517,baseline-gmcp_r-none-m100-p128-r28-1783669912690517,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r29-1783669912807468,gmcp_r,none,none,True,100,128,29,100,100,0,0,0,100.0,False,False,7271.05,0.12,0.03,0.1,0.29,0.11,0.01,baseline-gmcp_r-none-m100-p128-r29-1783669912807468,baseline-gmcp_r-none-m100-p128-r29-1783669912807468,baseline-gmcp_r-none-m100-p128-r29-1783669912807468,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p128-r30-1783669912925678,gmcp_r,none,none,True,100,128,30,100,100,0,0,0,100.0,False,False,6528.0,0.13,0.03,0.1,0.2,0.13,0.02,baseline-gmcp_r-none-m100-p128-r30-1783669912925678,baseline-gmcp_r-none-m100-p128-r30-1783669912925678,baseline-gmcp_r-none-m100-p128-r30-1783669912925678,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r1-1783669913043491,gmcp_r,none,none,True,100,512,1,100,100,0,0,0,100.0,False,False,6556.98,0.13,0.03,0.09,0.22,0.13,0.02,baseline-gmcp_r-none-m100-p512-r1-1783669913043491,baseline-gmcp_r-none-m100-p512-r1-1783669913043491,baseline-gmcp_r-none-m100-p512-r1-1783669913043491,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r2-1783669913164284,gmcp_r,none,none,True,100,512,2,100,100,0,0,0,100.0,False,False,5619.53,0.16,0.13,0.09,1.35,0.13,0.02,baseline-gmcp_r-none-m100-p512-r2-1783669913164284,baseline-gmcp_r-none-m100-p512-r2-1783669913164284,baseline-gmcp_r-none-m100-p512-r2-1783669913164284,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r3-1783669913287636,gmcp_r,none,none,True,100,512,3,100,100,0,0,0,100.0,False,False,6172.91,0.14,0.03,0.1,0.24,0.14,0.02,baseline-gmcp_r-none-m100-p512-r3-1783669913287636,baseline-gmcp_r-none-m100-p512-r3-1783669913287636,baseline-gmcp_r-none-m100-p512-r3-1783669913287636,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r4-1783669913409067,gmcp_r,none,none,True,100,512,4,100,100,0,0,0,100.0,False,False,6731.78,0.12,0.02,0.1,0.22,0.11,0.01,baseline-gmcp_r-none-m100-p512-r4-1783669913409067,baseline-gmcp_r-none-m100-p512-r4-1783669913409067,baseline-gmcp_r-none-m100-p512-r4-1783669913409067,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r5-1783669913528101,gmcp_r,none,none,True,100,512,5,100,100,0,0,0,100.0,False,False,6114.68,0.14,0.04,0.1,0.26,0.14,0.02,baseline-gmcp_r-none-m100-p512-r5-1783669913528101,baseline-gmcp_r-none-m100-p512-r5-1783669913528101,baseline-gmcp_r-none-m100-p512-r5-1783669913528101,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r6-1783669913649863,gmcp_r,none,none,True,100,512,6,100,100,0,0,0,100.0,False,False,5914.72,0.15,0.03,0.11,0.24,0.16,0.02,baseline-gmcp_r-none-m100-p512-r6-1783669913649863,baseline-gmcp_r-none-m100-p512-r6-1783669913649863,baseline-gmcp_r-none-m100-p512-r6-1783669913649863,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r7-1783669913768603,gmcp_r,none,none,True,100,512,7,100,100,0,0,0,100.0,False,False,5486.91,0.16,0.07,0.1,0.53,0.14,0.02,baseline-gmcp_r-none-m100-p512-r7-1783669913768603,baseline-gmcp_r-none-m100-p512-r7-1783669913768603,baseline-gmcp_r-none-m100-p512-r7-1783669913768603,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r8-1783669913892401,gmcp_r,none,none,True,100,512,8,100,100,0,0,0,100.0,False,False,5873.31,0.15,0.15,0.09,1.37,0.11,0.02,baseline-gmcp_r-none-m100-p512-r8-1783669913892401,baseline-gmcp_r-none-m100-p512-r8-1783669913892401,baseline-gmcp_r-none-m100-p512-r8-1783669913892401,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r9-1783669914014821,gmcp_r,none,none,True,100,512,9,100,100,0,0,0,100.0,False,False,6069.47,0.14,0.05,0.1,0.49,0.13,0.02,baseline-gmcp_r-none-m100-p512-r9-1783669914014821,baseline-gmcp_r-none-m100-p512-r9-1783669914014821,baseline-gmcp_r-none-m100-p512-r9-1783669914014821,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r10-1783669914133440,gmcp_r,none,none,True,100,512,10,100,100,0,0,0,100.0,False,False,6583.74,0.13,0.05,0.1,0.41,0.12,0.02,baseline-gmcp_r-none-m100-p512-r10-1783669914133440,baseline-gmcp_r-none-m100-p512-r10-1783669914133440,baseline-gmcp_r-none-m100-p512-r10-1783669914133440,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r11-1783669914253894,gmcp_r,none,none,True,100,512,11,100,100,0,0,0,100.0,False,False,6142.08,0.14,0.04,0.09,0.28,0.13,0.02,baseline-gmcp_r-none-m100-p512-r11-1783669914253894,baseline-gmcp_r-none-m100-p512-r11-1783669914253894,baseline-gmcp_r-none-m100-p512-r11-1783669914253894,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r12-1783669914375689,gmcp_r,none,none,True,100,512,12,100,100,0,0,0,100.0,False,False,6120.3,0.14,0.03,0.1,0.26,0.14,0.02,baseline-gmcp_r-none-m100-p512-r12-1783669914375689,baseline-gmcp_r-none-m100-p512-r12-1783669914375689,baseline-gmcp_r-none-m100-p512-r12-1783669914375689,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r13-1783669914497500,gmcp_r,none,none,True,100,512,13,100,100,0,0,0,100.0,False,False,6397.07,0.14,0.03,0.09,0.22,0.13,0.02,baseline-gmcp_r-none-m100-p512-r13-1783669914497500,baseline-gmcp_r-none-m100-p512-r13-1783669914497500,baseline-gmcp_r-none-m100-p512-r13-1783669914497500,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r14-1783669914617384,gmcp_r,none,none,True,100,512,14,100,100,0,0,0,100.0,False,False,6382.37,0.13,0.06,0.09,0.6,0.12,0.02,baseline-gmcp_r-none-m100-p512-r14-1783669914617384,baseline-gmcp_r-none-m100-p512-r14-1783669914617384,baseline-gmcp_r-none-m100-p512-r14-1783669914617384,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r15-1783669914734417,gmcp_r,none,none,True,100,512,15,100,100,0,0,0,100.0,False,False,6948.24,0.12,0.02,0.09,0.23,0.12,0.01,baseline-gmcp_r-none-m100-p512-r15-1783669914734417,baseline-gmcp_r-none-m100-p512-r15-1783669914734417,baseline-gmcp_r-none-m100-p512-r15-1783669914734417,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r16-1783669914851757,gmcp_r,none,none,True,100,512,16,100,100,0,0,0,100.0,False,False,6498.46,0.13,0.03,0.1,0.22,0.13,0.02,baseline-gmcp_r-none-m100-p512-r16-1783669914851757,baseline-gmcp_r-none-m100-p512-r16-1783669914851757,baseline-gmcp_r-none-m100-p512-r16-1783669914851757,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r17-1783669914967633,gmcp_r,none,none,True,100,512,17,100,100,0,0,0,100.0,False,False,6945.36,0.12,0.02,0.1,0.2,0.12,0.01,baseline-gmcp_r-none-m100-p512-r17-1783669914967633,baseline-gmcp_r-none-m100-p512-r17-1783669914967633,baseline-gmcp_r-none-m100-p512-r17-1783669914967633,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r18-1783669915083949,gmcp_r,none,none,True,100,512,18,100,100,0,0,0,100.0,False,False,6612.49,0.13,0.02,0.1,0.2,0.13,0.02,baseline-gmcp_r-none-m100-p512-r18-1783669915083949,baseline-gmcp_r-none-m100-p512-r18-1783669915083949,baseline-gmcp_r-none-m100-p512-r18-1783669915083949,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r19-1783669915199638,gmcp_r,none,none,True,100,512,19,100,100,0,0,0,100.0,False,False,6327.59,0.14,0.04,0.1,0.24,0.12,0.02,baseline-gmcp_r-none-m100-p512-r19-1783669915199638,baseline-gmcp_r-none-m100-p512-r19-1783669915199638,baseline-gmcp_r-none-m100-p512-r19-1783669915199638,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r20-1783669915320936,gmcp_r,none,none,True,100,512,20,100,100,0,0,0,100.0,False,False,6262.96,0.14,0.04,0.1,0.27,0.13,0.02,baseline-gmcp_r-none-m100-p512-r20-1783669915320936,baseline-gmcp_r-none-m100-p512-r20-1783669915320936,baseline-gmcp_r-none-m100-p512-r20-1783669915320936,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r21-1783669915442382,gmcp_r,none,none,True,100,512,21,100,100,0,0,0,100.0,False,False,6816.13,0.13,0.03,0.1,0.22,0.12,0.01,baseline-gmcp_r-none-m100-p512-r21-1783669915442382,baseline-gmcp_r-none-m100-p512-r21-1783669915442382,baseline-gmcp_r-none-m100-p512-r21-1783669915442382,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
baseline-gmcp_r-none-m100-p512-r22-1783669915559200,gmcp_r,none,none,True,100,512,22,100,100,0,0,0,100.0,False,False,6677.76,0.13,0.06,0.09,0.67,0.11,0.01,baseline-gmcp_r-none-m100-p512-r22-1783669915559200,baseline-gmcp_r-none-m100-p512-r22-1783669915559200,baseline-gmcp_r-none-m100-p512-r22-1783669915559200,,,,False,exp-1783669909443-267549a6,92614d41152d,b6365e2,3.11.15,Darwin 24.6.0,2147483648,run_real_baseline_comparison.py,real_baseline_comparison
