mode,protocol,msg_count,payload_size,wall_time_sec,throughput_msg_per_sec,build_mean_us,build_std_us,build_p50_us,build_p95_us,build_p99_us,verify_mean_us,verify_std_us,verify_p50_us,verify_p95_us,verify_p99_us,e2e_mean_us,e2e_std_us,e2e_p50_us,e2e_p95_us,e2e_p99_us,repeat_id
local,hash_chain,1000,256,0.0035,282343.03,1.43,0.11,1.417,1.5,1.583,1.65,1.26,1.583,1.667,1.875,3.08,1.26,3.0,3.166,3.3334,19
local,hash_chain,1000,256,0.0036,276303.54,1.48,0.73,1.417,1.583,1.8754,1.65,0.57,1.584,1.792,2.208,3.13,1.01,3.0,3.4161,4.8388,20
local,hash_chain,1000,256,0.0035,288558.65,1.42,0.04,1.417,1.5,1.542,1.6,0.05,1.583,1.667,1.792,3.02,0.06,3.0,3.125,3.2094,21
local,hash_chain,1000,256,0.0037,270599.38,1.44,0.39,1.375,1.542,3.8754,1.67,1.4,1.583,1.792,2.2924,3.11,1.46,2.958,3.333,6.1258,22
local,hash_chain,1000,256,0.0036,274879.48,1.48,0.79,1.417,1.542,1.9726,1.64,0.28,1.625,1.709,2.0008,3.12,0.94,3.041,3.2911,5.9187,23
local,hash_chain,1000,256,0.0038,263172.37,1.51,0.74,1.375,1.625,4.7097,1.65,0.67,1.583,1.792,4.2933,3.16,1.04,2.959,3.666,6.9594,24
local,hash_chain,1000,256,0.0037,267409.49,1.51,1.43,1.375,1.667,3.667,1.71,1.07,1.542,1.958,4.5578,3.22,2.03,2.917,3.7101,11.1674,25
local,hash_chain,1000,256,0.0039,256830.07,1.56,1.05,1.416,1.7101,5.2512,1.74,1.88,1.583,1.875,4.2945,3.3,2.2,3.0,4.0042,9.0963,26
local,hash_chain,1000,256,0.0037,273304.91,1.5,0.71,1.417,1.625,3.75,1.67,0.39,1.625,1.833,2.3363,3.17,0.89,3.042,3.4191,5.8783,27
local,hash_chain,1000,256,0.0039,258039.54,1.56,1.14,1.417,1.667,4.4622,1.78,2.32,1.584,1.834,3.7159,3.34,2.59,3.041,3.7521,9.4464,28
local,hash_chain,1000,256,0.0036,278771.6,1.45,0.3,1.417,1.542,1.7928,1.67,0.73,1.625,1.791,2.125,3.12,0.8,3.041,3.292,4.3376,29
local,hash_chain,1000,256,0.0035,282842.07,1.43,0.07,1.417,1.5,1.584,1.65,1.13,1.584,1.709,1.833,3.08,1.13,3.0,3.2081,3.333,30
local,hash_chain,500,512,0.0023,215173.33,1.92,0.6,1.833,2.208,2.6396,2.1,0.8,2.0,2.5,2.9615,4.02,1.07,3.834,4.5872,6.6271,1
local,hash_chain,500,512,0.0022,229235.19,1.81,0.05,1.792,1.917,1.959,2.01,0.3,2.0,2.084,2.2094,3.82,0.31,3.792,3.958,4.125,2
local,hash_chain,500,512,0.0022,230246.78,1.83,0.56,1.792,1.875,1.958,2.0,0.05,2.0,2.083,2.1254,3.82,0.57,3.792,3.917,4.0004,3
local,hash_chain,500,512,0.0023,214094.53,1.89,0.94,1.792,1.9191,2.5907,2.17,3.27,2.0,2.166,3.0017,4.05,3.43,3.792,4.084,7.4622,4
local,hash_chain,500,512,0.0022,230893.56,1.8,0.05,1.792,1.875,1.958,1.99,0.05,2.0,2.083,2.125,3.79,0.08,3.791,3.917,4.0424,5
local,hash_chain,500,512,0.0022,231222.85,1.8,0.05,1.792,1.875,1.958,2.0,0.05,2.0,2.083,2.167,3.8,0.07,3.792,3.9191,4.0004,6
local,hash_chain,500,512,0.0023,221023.0,1.83,0.64,1.792,1.875,1.9594,2.01,0.25,2.0,2.086,2.25,3.85,0.84,3.792,3.958,4.1262,7
local,hash_chain,500,512,0.0023,221120.75,1.83,0.34,1.792,1.958,2.125,2.1,0.97,2.0,2.25,5.0441,3.93,1.03,3.792,4.169,7.1279,8
local,hash_chain,500,512,0.0022,228684.65,1.84,0.56,1.792,1.958,2.125,2.0,0.08,1.9795,2.125,2.2504,3.84,0.57,3.791,4.042,4.291,9
local,hash_chain,500,512,0.0022,230348.4,1.81,0.14,1.792,1.9161,2.0,1.99,0.06,1.9795,2.125,2.208,3.8,0.16,3.75,4.0,4.167,10
local,hash_chain,500,512,0.0026,193735.9,1.94,0.84,1.833,2.125,4.0882,2.22,1.28,2.0,2.75,5.7542,4.15,1.68,3.833,5.3361,9.3764,11
local,hash_chain,500,512,0.0023,217963.89,1.85,0.32,1.792,2.041,2.4303,2.13,1.61,2.0,2.333,3.0449,3.98,1.66,3.792,4.2521,7.3775,12
local,hash_chain,500,512,0.0022,231164.91,1.8,0.05,1.792,1.875,1.958,1.99,0.14,1.959,2.083,2.1254,3.78,0.15,3.75,3.917,4.0424,13
local,hash_chain,500,512,0.0023,215920.51,1.89,1.53,1.791,1.917,4.8351,2.01,0.4,1.958,2.125,4.583,3.9,1.68,3.75,4.0411,7.4593,14
local,hash_chain,500,512,0.0023,214968.98,1.88,0.33,1.833,2.041,2.4597,2.17,1.05,2.042,2.334,4.958,4.04,1.14,3.875,4.333,6.8025,15
local,hash_chain,500,512,0.0022,228885.33,1.82,0.06,1.792,1.917,1.9594,2.01,0.06,2.0,2.125,2.25,3.83,0.09,3.833,4.0,4.084,16
local,hash_chain,500,512,0.0022,224341.0,1.82,0.28,1.792,1.916,1.959,2.07,1.29,2.0,2.084,2.5433,3.89,1.32,3.791,3.958,6.6262,17
local,hash_chain,500,512,0.0023,216247.36,1.88,0.68,1.792,2.0021,2.8334,2.13,1.2,2.0,2.25,3.9257,4.01,1.42,3.833,4.25,6.692,18
local,hash_chain,500,512,0.0021,233045.91,1.79,0.27,1.791,1.875,2.0,1.97,0.06,1.958,2.083,2.1674,3.76,0.28,3.75,3.9161,4.1254,19
local,hash_chain,500,512,0.0021,232743.03,1.79,0.05,1.791,1.875,1.958,1.97,0.05,1.958,2.083,2.1254,3.76,0.08,3.75,3.917,4.0424,20
local,hash_chain,500,512,0.0022,229863.08,1.81,0.08,1.792,1.9611,2.083,2.0,0.08,1.959,2.167,2.291,3.81,0.14,3.75,4.125,4.2924,21
local,hash_chain,500,512,0.0022,231785.59,1.8,0.05,1.792,1.875,1.958,1.99,0.05,1.959,2.083,2.125,3.79,0.08,3.75,3.917,4.042,22
local,hash_chain,500,512,0.0022,229880.62,1.82,0.06,1.792,1.958,2.0,2.0,0.07,2.0,2.125,2.208,3.82,0.11,3.792,4.042,4.125,23
local,hash_chain,500,512,0.0022,223772.12,1.89,1.63,1.792,1.917,2.0418,2.02,0.38,2.0,2.084,2.2521,3.91,1.99,3.792,4.0,4.3841,24
local,hash_chain,500,512,0.0023,217900.53,1.87,0.14,1.834,2.083,2.4178,2.1,0.79,2.0,2.2521,3.2924,3.96,0.83,3.875,4.292,5.5483,25
local,hash_chain,500,512,0.0023,219290.26,1.88,0.65,1.792,2.083,2.6279,2.12,1.17,2.0,2.336,2.834,3.99,1.48,3.792,4.4181,5.6271,26
local,hash_chain,500,512,0.0022,226971.78,1.82,0.06,1.792,1.958,2.042,2.03,0.43,2.0,2.167,2.3344,3.85,0.44,3.792,4.083,4.25,27
local,hash_chain,500,512,0.0022,228215.05,1.82,0.07,1.792,1.958,2.042,2.01,0.08,2.0,2.167,2.3334,3.83,0.13,3.792,4.083,4.2504,28
local,hash_chain,500,512,0.0022,232463.53,1.8,0.16,1.792,1.875,1.9174,1.97,0.05,1.959,2.083,2.125,3.77,0.17,3.75,3.916,4.041,29
local,hash_chain,500,512,0.0022,228167.25,1.8,0.06,1.792,1.916,2.0004,2.02,0.67,2.0,2.125,2.2504,3.83,0.68,3.791,3.9581,4.2924,30
local,hash_chain,1000,512,0.0043,230565.25,1.8,0.25,1.792,1.875,1.958,1.99,0.34,1.959,2.083,2.167,3.79,0.43,3.75,3.917,4.0004,1
local,hash_chain,1000,512,0.0044,228758.78,1.81,0.21,1.792,1.875,1.917,2.01,0.47,2.0,2.083,2.167,3.82,0.51,3.792,3.917,4.0004,2
local,hash_chain,1000,512,0.0044,226845.28,1.86,1.55,1.792,1.875,2.0004,2.01,0.51,1.959,2.083,2.167,3.87,1.81,3.75,3.917,4.166,3
local,hash_chain,1000,512,0.0045,224668.61,1.8,0.41,1.75,2.0,2.292,2.03,1.01,1.917,2.208,3.0008,3.84,1.18,3.667,4.125,6.6258,4
local,hash_chain,1000,512,0.0045,223951.63,1.8,0.25,1.792,1.875,1.9594,2.02,1.11,1.958,2.0831,2.292,3.82,1.14,3.75,3.9191,4.2924,5
local,hash_chain,1000,512,0.0045,221729.49,1.84,0.92,1.791,1.958,2.333,2.06,1.24,1.958,2.1691,2.6254,3.9,1.6,3.75,4.086,5.1258,6
local,hash_chain,1000,512,0.0046,218239.35,1.81,0.48,1.75,1.916,2.25,2.05,1.62,1.958,2.166,3.7115,3.86,1.7,3.75,4.0,6.9618,7
local,hash_chain,1000,512,0.0044,225674.24,1.8,0.16,1.791,1.875,1.959,2.02,0.69,1.959,2.125,2.334,3.82,0.72,3.75,3.958,4.25,8
local,hash_chain,1000,512,0.0045,221854.54,1.83,0.64,1.792,1.9161,2.416,2.05,0.98,1.959,2.125,2.8342,3.89,1.22,3.75,4.042,5.7928,9
local,hash_chain,1000,512,0.0044,229066.63,1.82,0.13,1.792,1.917,1.959,1.99,0.06,2.0,2.084,2.167,3.82,0.15,3.792,3.959,4.042,10
local,hash_chain,1000,512,0.0046,216224.02,1.88,1.29,1.792,1.958,2.1678,2.09,1.28,1.959,2.167,2.8771,3.96,2.39,3.792,4.125,5.3775,11
local,hash_chain,1000,512,0.0043,231622.22,1.81,0.04,1.792,1.875,1.958,1.96,0.05,1.958,2.042,2.125,3.77,0.07,3.75,3.875,4.0,12
local,hash_chain,1000,512,0.0048,210071.15,1.89,1.16,1.792,1.959,2.8369,2.08,0.91,1.958,2.25,5.2157,3.97,1.78,3.75,4.167,7.9598,13
local,hash_chain,1000,512,0.0045,221592.31,1.88,1.44,1.792,1.958,2.1664,2.04,0.66,1.959,2.167,2.708,3.92,1.92,3.75,4.125,5.551,14
local,hash_chain,1000,512,0.005,200561.57,1.92,0.99,1.792,2.042,4.917,2.16,1.65,1.958,2.4191,5.4622,4.07,1.95,3.75,5.002,8.6262,15
local,hash_chain,1000,512,0.0043,231774.31,1.81,0.25,1.792,1.875,1.917,1.95,0.05,1.958,2.042,2.167,3.76,0.25,3.75,3.875,4.0,16
local,hash_chain,1000,512,0.0045,219854.73,1.85,0.49,1.792,1.959,2.5,2.07,0.97,1.959,2.209,2.7941,3.92,1.12,3.75,4.125,6.6279,17
local,hash_chain,1000,512,0.0045,221175.72,1.86,1.32,1.792,1.9161,2.1275,2.06,0.93,1.959,2.125,2.9316,3.92,1.74,3.75,4.0,6.8411,18
local,hash_chain,1000,512,0.0044,227449.36,1.81,0.38,1.792,1.875,1.958,2.01,0.35,2.0,2.084,2.166,3.83,0.52,3.792,3.9191,4.0424,19
local,hash_chain,1000,512,0.0047,214703.63,1.91,1.84,1.792,2.0,2.2508,2.09,0.6,2.0,2.25,4.5462,3.99,2.19,3.792,4.25,7.0888,20
local,hash_chain,1000,512,0.0046,218161.98,1.85,0.86,1.792,1.917,2.1674,2.06,1.37,1.959,2.1271,3.1714,3.91,1.79,3.75,4.083,6.0847,21
local,hash_chain,1000,512,0.0046,217594.33,1.82,0.37,1.792,1.917,2.083,2.02,0.41,1.958,2.167,4.3771,3.84,0.6,3.75,4.042,6.7563,22
local,hash_chain,1000,512,0.0045,220034.11,1.88,0.82,1.792,2.0,2.5,2.07,0.76,2.0,2.25,3.333,3.95,1.39,3.791,4.25,6.6267,23
local,hash_chain,1000,512,0.0047,211048.38,1.87,1.06,1.791,2.0,4.5424,2.05,0.65,1.958,2.25,4.8883,3.92,1.47,3.75,4.2962,8.0432,24
local,hash_chain,1000,512,0.0043,230780.33,1.81,0.06,1.792,1.917,1.959,1.98,0.07,1.959,2.084,2.167,3.79,0.1,3.75,3.959,4.042,25
local,hash_chain,1000,512,0.0048,207752.62,1.88,0.72,1.792,1.9611,2.8403,2.15,2.25,2.0,2.25,3.9605,4.03,2.42,3.792,4.2911,7.838,26
local,hash_chain,1000,512,0.0043,232133.01,1.79,0.04,1.792,1.875,1.917,1.98,0.05,1.959,2.083,2.167,3.77,0.07,3.75,3.8771,4.0,27
local,hash_chain,1000,512,0.0045,223050.43,1.83,0.63,1.792,1.916,2.083,2.01,0.47,1.959,2.084,2.5852,3.84,0.92,3.75,3.958,4.5013,28
local,hash_chain,1000,512,0.0043,231236.17,1.8,0.04,1.792,1.875,1.958,1.97,0.05,1.958,2.042,2.125,3.77,0.07,3.75,3.9161,4.083,29
local,hash_chain,1000,512,0.0046,218453.89,1.86,0.55,1.792,1.958,2.5834,2.08,0.88,1.959,2.25,4.7508,3.94,1.05,3.791,4.25,8.6695,30
local,hash_chain,500,1024,0.0027,187958.12,2.27,0.89,2.208,2.375,4.7093,2.47,1.21,2.375,2.583,3.8883,4.74,1.62,4.584,4.958,10.1683,1
local,hash_chain,500,1024,0.0027,184510.36,2.24,1.48,2.084,2.292,5.3758,2.38,0.53,2.291,2.5861,5.5,4.62,1.68,4.375,5.3791,8.2949,2
local,hash_chain,500,1024,0.0027,186753.01,2.35,1.51,2.167,2.458,3.0457,2.43,0.42,2.375,2.667,4.9605,4.78,1.73,4.542,5.084,7.7558,3
local,hash_chain,500,1024,0.0025,197726.15,2.16,0.05,2.125,2.25,2.291,2.34,0.36,2.292,2.417,2.583,4.49,0.36,4.458,4.625,4.791,4
local,hash_chain,500,1024,0.0029,172948.02,2.3,0.65,2.167,2.5021,6.2504,2.6,2.43,2.334,2.8413,6.5427,4.9,2.53,4.541,6.4622,9.0021,5
local,hash_chain,500,1024,0.0027,188185.06,2.3,1.42,2.166,2.375,2.8862,2.42,0.57,2.334,2.667,3.38,4.72,1.9,4.5,5.0431,7.6737,6
local,hash_chain,500,1024,0.0025,197478.83,2.18,0.06,2.167,2.292,2.334,2.35,0.07,2.334,2.459,2.541,4.53,0.11,4.541,4.709,4.792,7
local,hash_chain,500,1024,0.0028,177648.8,2.4,2.51,2.125,2.4191,5.5424,2.45,0.7,2.333,2.75,6.0067,4.85,2.98,4.4585,5.3854,8.7102,8
local,hash_chain,500,1024,0.0025,201423.42,2.14,0.05,2.125,2.25,2.2504,2.31,0.05,2.292,2.416,2.5,4.45,0.07,4.417,4.583,4.667,9
local,hash_chain,500,1024,0.0025,202555.6,2.14,0.04,2.125,2.208,2.25,2.3,0.04,2.292,2.375,2.458,4.44,0.06,4.417,4.542,4.625,10
local,hash_chain,500,1024,0.0026,190044.84,2.18,0.5,2.125,2.25,2.7927,2.49,2.75,2.292,2.458,3.1718,4.67,2.82,4.417,4.667,8.0441,11
local,hash_chain,500,1024,0.0025,201126.31,2.14,0.05,2.125,2.25,2.291,2.31,0.05,2.292,2.375,2.458,4.45,0.07,4.417,4.583,4.6674,12
local,hash_chain,500,1024,0.0025,200538.16,2.16,0.14,2.125,2.25,2.2924,2.33,0.05,2.333,2.417,2.5,4.48,0.15,4.459,4.625,4.7094,13
local,hash_chain,500,1024,0.0027,185520.15,2.24,0.76,2.125,2.292,5.5897,2.5,2.29,2.333,2.542,5.1258,4.73,2.45,4.459,4.8361,9.958,14
local,hash_chain,500,1024,0.0025,202330.2,2.09,0.05,2.083,2.167,2.333,2.29,0.27,2.25,2.375,2.7937,4.38,0.28,4.333,4.542,4.9613,15
local,hash_chain,500,1024,0.0027,184326.16,2.37,2.47,2.167,2.375,4.802,2.47,0.76,2.375,2.6691,4.8384,4.84,3.09,4.542,5.042,10.4316,16
local,hash_chain,500,1024,0.0028,181205.97,2.31,1.58,2.166,2.417,5.8804,2.48,1.14,2.333,2.708,6.541,4.79,2.12,4.459,5.25,9.2184,17
local,hash_chain,500,1024,0.0026,192221.49,2.21,0.77,2.125,2.291,2.4584,2.39,0.48,2.292,2.541,5.3754,4.6,1.03,4.458,4.792,8.046,18
local,hash_chain,500,1024,0.0025,200984.83,2.14,0.04,2.125,2.209,2.291,2.31,0.06,2.292,2.4161,2.5424,4.45,0.07,4.4375,4.583,4.7504,19
local,hash_chain,500,1024,0.0027,186390.37,2.16,0.27,2.125,2.25,2.5847,2.46,1.69,2.292,2.4611,5.4601,4.62,1.81,4.417,4.833,7.6685,20
local,hash_chain,500,1024,0.0025,199910.04,2.15,0.05,2.125,2.25,2.333,2.32,0.14,2.292,2.417,2.5834,4.46,0.15,4.417,4.625,4.8758,21
local,hash_chain,500,1024,0.0025,201447.03,2.14,0.05,2.125,2.25,2.292,2.31,0.05,2.292,2.416,2.458,4.45,0.07,4.417,4.542,4.6678,22
local,hash_chain,500,1024,0.0026,193726.52,2.15,0.2,2.125,2.25,2.3334,2.43,1.7,2.292,2.419,4.5092,4.58,1.73,4.417,4.625,7.4609,23
local,hash_chain,500,1024,0.0025,198265.18,2.15,0.11,2.125,2.25,2.375,2.32,0.06,2.292,2.458,2.541,4.47,0.13,4.458,4.625,4.833,24
local,hash_chain,500,1024,0.0025,201139.82,2.15,0.31,2.125,2.2111,2.25,2.31,0.05,2.292,2.416,2.458,4.46,0.32,4.417,4.542,4.666,25
local,hash_chain,500,1024,0.0026,191650.48,2.23,0.89,2.167,2.292,2.4602,2.35,0.19,2.333,2.5,2.6674,4.59,1.04,4.5,4.792,5.208,26
local,hash_chain,500,1024,0.0025,199421.68,2.15,0.04,2.125,2.25,2.291,2.35,0.44,2.292,2.4161,2.5428,4.5,0.45,4.458,4.583,4.7504,27
local,hash_chain,500,1024,0.0025,200307.19,2.15,0.04,2.125,2.25,2.291,2.33,0.34,2.292,2.416,2.4594,4.48,0.35,4.458,4.583,4.6674,28
local,hash_chain,500,1024,0.0025,201210.64,2.15,0.05,2.125,2.25,2.292,2.32,0.06,2.3125,2.417,2.541,4.47,0.08,4.458,4.5861,4.792,29
local,hash_chain,500,1024,0.0026,188729.74,2.18,0.21,2.125,2.375,2.666,2.5,1.44,2.333,2.75,6.0038,4.68,1.46,4.4795,5.2101,8.5493,30
local,hash_chain,1000,1024,0.0052,193754.67,2.21,0.73,2.125,2.292,2.916,2.37,0.29,2.333,2.5,3.0838,4.58,0.84,4.458,4.791,7.2118,1
local,hash_chain,1000,1024,0.0054,185657.93,2.25,1.16,2.166,2.333,3.1731,2.4,0.55,2.333,2.625,4.3344,4.65,1.63,4.459,4.8771,7.7937,2
local,hash_chain,1000,1024,0.0051,195214.02,2.19,1.36,2.125,2.25,2.3754,2.34,0.29,2.292,2.458,2.7504,4.53,1.52,4.417,4.667,5.4282,3
local,hash_chain,1000,1024,0.0051,195654.82,2.16,0.26,2.125,2.25,2.375,2.36,0.8,2.292,2.458,2.6254,4.52,0.86,4.458,4.667,5.0,4
local,hash_chain,1000,1024,0.0053,187479.48,2.24,0.84,2.167,2.417,3.0004,2.45,0.92,2.334,2.625,3.6333,4.7,1.53,4.5,5.0,7.2097,5
local,hash_chain,1000,1024,0.0051,196945.69,2.19,0.08,2.167,2.334,2.458,2.36,0.09,2.334,2.5,2.6254,4.55,0.15,4.5,4.833,5.0424,6
local,hash_chain,1000,1024,0.0052,193087.47,2.19,0.5,2.125,2.333,2.458,2.39,0.75,2.333,2.5,2.7084,4.58,0.97,4.459,4.792,5.125,7
local,hash_chain,1000,1024,0.0053,188735.65,2.24,0.87,2.167,2.334,2.7517,2.48,1.99,2.375,2.584,3.2924,4.71,2.24,4.542,4.875,6.214,8
local,hash_chain,1000,1024,0.0053,188691.14,2.24,1.19,2.167,2.375,2.6279,2.46,1.72,2.334,2.584,3.5012,4.7,2.22,4.5,4.917,6.2943,9
local,hash_chain,1000,1024,0.0055,182326.51,2.21,0.5,2.167,2.334,2.6678,2.47,1.4,2.333,2.625,5.5884,4.68,1.51,4.5,5.0,8.5414,10
local,hash_chain,1000,1024,0.005,200690.7,2.14,0.05,2.125,2.25,2.291,2.32,0.11,2.292,2.416,2.4594,4.46,0.12,4.458,4.583,4.6674,11
local,hash_chain,1000,1024,0.0052,193056.42,2.23,0.8,2.167,2.333,2.5423,2.38,0.28,2.334,2.5,2.9588,4.61,0.97,4.541,4.791,5.6271,12
local,hash_chain,1000,1024,0.0052,190695.65,2.21,1.06,2.125,2.291,2.7517,2.38,0.57,2.292,2.541,3.7989,4.59,1.42,4.417,4.792,7.8775,13
local,hash_chain,1000,1024,0.0051,197683.82,2.22,1.12,2.125,2.25,2.333,2.32,0.05,2.333,2.417,2.459,4.54,1.12,4.458,4.625,4.75,14
local,hash_chain,1000,1024,0.0051,195431.78,2.24,1.56,2.125,2.292,2.4174,2.34,0.15,2.333,2.459,2.584,4.58,1.69,4.458,4.75,5.1258,15
local,hash_chain,1000,1024,0.005,200216.92,2.15,0.04,2.125,2.25,2.292,2.34,0.7,2.292,2.416,2.5,4.49,0.7,4.458,4.584,4.709,16
local,hash_chain,1000,1024,0.0053,188304.73,2.25,0.96,2.125,2.333,3.1848,2.4,0.54,2.333,2.542,4.755,4.64,1.17,4.459,4.916,8.2914,17
local,hash_chain,1000,1024,0.0054,184591.25,2.29,1.6,2.167,2.333,5.5851,2.46,0.99,2.333,2.583,5.4208,4.75,2.1,4.5,5.0,9.4715,18
local,hash_chain,1000,1024,0.0052,192329.26,2.21,0.71,2.166,2.333,2.8344,2.4,0.95,2.333,2.541,3.041,4.62,1.27,4.459,4.8331,6.0848,19
local,hash_chain,1000,1024,0.0053,188433.32,2.2,0.97,2.125,2.292,3.333,2.41,1.1,2.292,2.541,5.25,4.61,1.61,4.417,4.8361,7.9174,20
local,hash_chain,1000,1024,0.005,198568.68,2.15,0.38,2.125,2.209,2.2504,2.37,1.4,2.292,2.375,2.5004,4.52,1.45,4.417,4.542,4.709,21
local,hash_chain,1000,1024,0.005,200899.02,2.13,0.05,2.125,2.209,2.25,2.32,0.5,2.292,2.375,2.458,4.45,0.5,4.417,4.542,4.6254,22
local,hash_chain,1000,1024,0.0051,197243.52,2.22,1.99,2.125,2.25,2.291,2.35,0.59,2.292,2.416,2.542,4.56,2.1,4.458,4.584,4.7513,23
local,hash_chain,1000,1024,0.005,200588.41,2.17,0.57,2.125,2.209,2.291,2.31,0.08,2.292,2.375,2.4594,4.47,0.58,4.417,4.583,4.709,24
local,hash_chain,1000,1024,0.0056,179709.31,2.27,1.19,2.125,2.5,4.9601,2.52,1.09,2.333,2.8791,6.75,4.8,1.84,4.459,5.8361,9.6683,25
local,hash_chain,1000,1024,0.0053,189762.32,2.2,0.83,2.125,2.292,2.7088,2.45,1.26,2.333,2.5,5.2504,4.65,1.7,4.458,4.75,8.8368,26
local,hash_chain,1000,1024,0.0053,187524.91,2.25,0.92,2.166,2.375,3.7098,2.45,1.15,2.333,2.625,3.2504,4.7,1.59,4.5,4.917,8.4253,27
local,hash_chain,1000,1024,0.0053,187728.81,2.18,0.41,2.125,2.333,3.2238,2.44,1.47,2.292,2.5441,5.2088,4.62,1.6,4.417,5.041,7.9168,28
local,hash_chain,1000,1024,0.0049,202395.02,2.13,0.04,2.125,2.2081,2.25,2.3,0.05,2.292,2.375,2.459,4.44,0.07,4.417,4.542,4.666,29
local,hash_chain,1000,1024,0.0052,191538.77,2.25,1.37,2.125,2.333,2.958,2.36,0.54,2.292,2.5,3.3754,4.62,1.61,4.458,4.833,7.6287,30
local,seq_mac,500,64,0.0021,236387.95,1.87,0.05,1.875,1.917,2.0004,1.96,0.12,1.958,2.0,2.1254,3.83,0.15,3.833,3.917,4.1254,1
local,seq_mac,500,64,0.0021,234847.52,1.9,0.31,1.875,1.959,2.125,1.97,0.05,1.958,2.042,2.1254,3.87,0.33,3.833,4.0,4.2094,2
local,seq_mac,500,64,0.0022,231173.79,1.93,0.65,1.834,2.044,4.0004,1.96,0.67,1.916,2.042,2.1674,3.89,0.93,3.75,4.125,6.0083,3
local,seq_mac,500,64,0.0021,238085.83,1.87,0.15,1.834,2.0,2.166,1.93,0.07,1.917,2.0441,2.2084,3.81,0.19,3.75,4.083,4.25,4
local,seq_mac,500,64,0.0023,215912.77,2.0,1.05,1.875,2.042,4.2923,2.16,2.65,1.958,2.125,2.7995,4.15,3.04,3.833,4.1271,11.4873,5
local,seq_mac,500,64,0.0023,219082.05,1.99,1.66,1.833,2.042,4.0424,1.98,1.03,1.916,2.041,2.5017,3.98,2.51,3.75,4.169,6.0868,6
local,seq_mac,500,64,0.0022,229968.8,1.94,1.07,1.792,2.125,4.0004,1.97,1.11,1.875,2.125,2.375,3.92,2.13,3.667,4.3331,5.916,7
local,seq_mac,500,64,0.0022,225398.64,1.95,0.72,1.875,2.0021,2.167,2.06,1.46,1.958,2.083,2.1678,4.01,1.69,3.833,4.083,5.9341,8
local,seq_mac,500,64,0.0023,220860.25,2.08,2.91,1.875,1.959,4.0428,1.99,0.59,1.958,2.042,2.084,4.07,3.48,3.833,4.0,6.0424,9
local,seq_mac,500,64,0.0021,239530.48,1.87,0.4,1.791,2.041,4.0424,1.88,0.07,1.875,2.0,2.208,3.75,0.41,3.625,4.166,5.8754,10
local,seq_mac,500,64,0.0022,226967.46,1.93,0.59,1.875,2.0,2.1693,2.05,0.96,1.959,2.125,2.3343,3.97,1.38,3.875,4.042,4.9594,11
local,seq_mac,500,64,0.0021,236518.45,1.88,0.05,1.875,1.959,2.042,1.96,0.05,1.958,2.042,2.166,3.84,0.08,3.833,4.0,4.1254,12
local,seq_mac,500,64,0.0023,213185.53,1.99,1.47,1.834,2.0,4.0004,1.98,0.67,1.917,2.042,2.2084,3.96,2.13,3.791,4.0,5.9594,13
local,seq_mac,500,64,0.0021,237271.46,1.87,0.1,1.875,1.917,2.0,1.95,0.04,1.958,2.041,2.083,3.82,0.11,3.792,3.917,4.041,14
local,seq_mac,500,64,0.0021,236411.2,1.87,0.04,1.875,1.958,2.0,1.96,0.04,1.958,2.041,2.083,3.83,0.06,3.833,3.958,4.0,15
local,seq_mac,500,64,0.0021,236285.63,1.88,0.04,1.875,1.958,2.0,1.96,0.04,1.958,2.041,2.083,3.84,0.06,3.833,3.917,4.042,16
local,seq_mac,500,64,0.0021,237215.17,1.87,0.06,1.875,1.9581,2.083,1.95,0.05,1.958,2.042,2.125,3.82,0.09,3.792,3.9611,4.167,17
local,seq_mac,500,64,0.0021,235927.85,1.88,0.04,1.875,1.958,2.0,1.97,0.4,1.958,2.041,2.083,3.85,0.4,3.833,3.958,4.083,18
local,seq_mac,500,64,0.0021,235022.27,1.89,0.04,1.875,1.958,2.0,1.96,0.04,1.958,2.042,2.084,3.85,0.06,3.834,3.959,4.041,19
local,seq_mac,500,64,0.0023,221577.97,1.92,0.82,1.875,2.0,2.1683,2.05,2.13,1.958,2.083,2.1674,3.96,2.32,3.833,4.042,5.833,20
local,seq_mac,500,64,0.0021,235372.54,1.91,0.38,1.833,2.0411,4.0418,1.91,0.13,1.875,2.0,2.125,3.82,0.41,3.709,4.0441,5.9636,21
local,seq_mac,500,64,0.0022,227561.52,1.88,0.93,1.75,2.042,2.7165,2.01,2.27,1.875,2.125,2.5838,3.89,2.52,3.625,4.125,5.4096,22
local,seq_mac,500,64,0.0021,238175.54,1.86,0.05,1.834,1.958,2.0,1.93,0.05,1.917,2.0,2.042,3.79,0.07,3.791,3.917,4.0,23
local,seq_mac,500,64,0.0022,227902.88,2.01,1.17,1.792,2.5577,5.2504,1.92,0.37,1.875,2.042,2.2504,3.93,1.51,3.667,4.7288,7.0844,24
local,seq_mac,500,64,0.0023,214289.51,2.05,1.15,1.916,2.2132,6.1689,2.14,2.18,1.959,2.25,3.1061,4.19,3.06,3.875,4.458,9.6463,25
local,seq_mac,500,64,0.0021,238322.21,1.88,0.05,1.875,1.958,2.0,1.93,0.04,1.917,2.0,2.042,3.81,0.07,3.792,3.916,4.0004,26
local,seq_mac,500,64,0.0021,239573.64,1.86,0.04,1.834,1.917,2.0004,1.93,0.04,1.917,2.0,2.042,3.79,0.06,3.791,3.875,3.9594,27
