session_id,attack_type,message_count,payload_size,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,attack_detected,detection_reason,recovery_requested,recovery_success,recovery_reason,server_reject_reason,memory_match_after_recovery,recovery_latency_ms,recovery_extra_messages,recovery_extra_bytes,ticket_verified,ticket_nonce,ticket_expired,ticket_replay_detected,ticket_reason,elapsed_seconds,final_server_last_seq,final_server_mem,experiment_id,run_id,git_commit,python_version,os_info,random_seed,command_line,experiment_type
ticket-recovery-rollback_ticket-m200-p128-r16-1783177772261434,rollback_ticket,200,128,16,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.21,2,1199,False,,False,False,no ticket in response,0.02,100,8cdfb50c3e3976ded28868decba052b37b9ccf4427c075644de454945a14c82c,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r17-1783177772378383,rollback_ticket,200,128,17,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.27,2,1198,False,,False,False,no ticket in response,0.02,100,56c0e2b137fc1b84721adfc78c8fa2798c66bf066e68d50309fa05c6a72caf19,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r18-1783177772499878,rollback_ticket,200,128,18,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.19,2,1199,False,,False,False,no ticket in response,0.01,100,d188a7ee99c5a5d869fc19d8fc020ae8b12b30926c86639b04d00eccf9a3afd7,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r19-1783177772615184,rollback_ticket,200,128,19,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.18,2,1199,False,,False,False,no ticket in response,0.01,100,1b7d67d28bf563935d1293e18b19dca64e58d5005a422abc2f8818fdbe28e4a1,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r20-1783177772733487,rollback_ticket,200,128,20,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.21,2,1200,False,,False,False,no ticket in response,0.02,100,ede420440c04cc6caef5ac6077427ef1448d535944ccc716447adabdf18ce8d1,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r21-1783177772854962,rollback_ticket,200,128,21,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.25,2,1200,False,,False,False,no ticket in response,0.02,100,b38c6985374c06d60ddd0417e14d533212b14780b0dd4591324d74483b435096,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r22-1783177772976720,rollback_ticket,200,128,22,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.32,2,1201,False,,False,False,no ticket in response,0.02,100,b844bb7ddd151eccf4ae7a3facbd242e19de1ef93291c75f636fcb3eef400e9d,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r23-1783177773094946,rollback_ticket,200,128,23,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.18,2,1200,False,,False,False,no ticket in response,0.02,100,b637d0b2ee7000ad9d4b063468b3aabb4ee3d2d4d9453549c5a6243362394a49,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r24-1783177773216622,rollback_ticket,200,128,24,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.24,2,1200,False,,False,False,no ticket in response,0.02,100,0188636b1dcb29192cc7a7c0da52c41cd355d9a362585d515872ad900d41e42c,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r25-1783177773338109,rollback_ticket,200,128,25,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.22,2,1201,False,,False,False,no ticket in response,0.01,100,7a107d1998d55fc1d49edcf2dac4379fc7db17a36ebbc71fd79a287e1ea449b9,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r26-1783177773455101,rollback_ticket,200,128,26,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.2,2,1201,False,,False,False,no ticket in response,0.02,100,25d468f4ee6a7bd61de86805c7524a30afc7b75b9262470efe881e6b82b62cf0,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r27-1783177773573371,rollback_ticket,200,128,27,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.27,2,1200,False,,False,False,no ticket in response,0.02,100,37383bff293562d6ce7d33d6854bee6436750b6e54ec419ccc64aa5fb6a1520b,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r28-1783177773691597,rollback_ticket,200,128,28,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.2,2,1199,False,,False,False,no ticket in response,0.02,100,fa3622f75dca3423a0e88af0dece71304c768d55ad616f5abc9c57d9b02d60e7,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r29-1783177773812101,rollback_ticket,200,128,29,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.26,2,1200,False,,False,False,no ticket in response,0.02,100,74fa8b74a0d87e9c2e0564e92d1bfc0c85b119825ed8699d8a315a59487447c2,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-rollback_ticket-m200-p128-r30-1783177773932603,rollback_ticket,200,128,30,100,100,0,0,True,rollback_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: checkpoint_seq exceeds last_seq,False,0.24,2,1201,False,,False,False,no ticket in response,0.01,100,c29d18c97b5076ca7ceea8d0023194bcba311e593056c31468b2508f50078848,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r1-1783177774052404,wrong_session_ticket,200,128,1,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.24,2,1156,False,,False,False,no ticket in response,0.02,100,abaacde7b56e1b7474d7300a218d78a0ec520424a614ea790810f2ca3f74aa46,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r2-1783177774171769,wrong_session_ticket,200,128,2,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.29,2,1155,False,,False,False,no ticket in response,0.02,100,070966155e8e1991f6e211cde2ca5bbc824e3742c714d3ee000b95ae654a14c2,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r3-1783177774291569,wrong_session_ticket,200,128,3,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.24,2,1156,False,,False,False,no ticket in response,0.02,100,ac560abf6df7f784e92484d56ae3771489293d574a03ae3058944ec3e31dc8b3,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r4-1783177774412181,wrong_session_ticket,200,128,4,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.22,2,1157,False,,False,False,no ticket in response,0.02,100,cf5a3ffedd5f73900581b1c9447ddf3cae95ca8ed82b12bdd5923eab320c484b,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r5-1783177774530106,wrong_session_ticket,200,128,5,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.26,2,1156,False,,False,False,no ticket in response,0.02,100,412afe4a324c8c37fd9e59f3651f9726e2f29705706a2a9fa12d289db98a26c5,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r6-1783177774646736,wrong_session_ticket,200,128,6,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1158,False,,False,False,no ticket in response,0.02,100,2f55a4abeaac449ae2b4cf7fe28c4840bd13c9c873ca399915750f9effa9a2d8,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r7-1783177774764300,wrong_session_ticket,200,128,7,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.21,2,1156,False,,False,False,no ticket in response,0.01,100,5c6b7d9878b569c0cae8169fb57ef81d2a458e5e7286fad27849694b365658cc,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r8-1783177774880054,wrong_session_ticket,200,128,8,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.22,2,1154,False,,False,False,no ticket in response,0.01,100,296a72b4c63bb297fbe4e9a3b1acbf2b79ad591dc26d26d0091631a149580657,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r9-1783177774999985,wrong_session_ticket,200,128,9,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.22,2,1155,False,,False,False,no ticket in response,0.02,100,96b0325e7f0fa65e315009ccea3f1e023b85227b4e76ae73857fa0f6ea7cc890,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r10-1783177775121946,wrong_session_ticket,200,128,10,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.3,2,1160,False,,False,False,no ticket in response,0.02,100,6a8a770505e391f197dd7142c2e73aee3eaed21c89b21d9fa881d183fa0dccac,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r11-1783177775240764,wrong_session_ticket,200,128,11,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.21,2,1160,False,,False,False,no ticket in response,0.02,100,222cc5b07cd8f3bf8cf9d84a72a28ba7271ca996e2207a71f9fce9c05b1f8e28,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r12-1783177775362202,wrong_session_ticket,200,128,12,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.18,2,1158,False,,False,False,no ticket in response,0.02,100,aa7d44f1a7fb5959249d3cbf11cde1814629c6581fbabbadf71faff881b80282,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r13-1783177775480079,wrong_session_ticket,200,128,13,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.25,2,1160,False,,False,False,no ticket in response,0.02,100,e2a9ca802c40fe042fe5a971039b6a1299a3f09133c5083bdf0e67729afc9024,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r14-1783177775602035,wrong_session_ticket,200,128,14,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.19,2,1159,False,,False,False,no ticket in response,0.02,100,dc4c32d2b0071264437bce8dabb9a4182dea4a83b54604a107588bbc47206035,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r15-1783177775723632,wrong_session_ticket,200,128,15,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.23,2,1158,False,,False,False,no ticket in response,0.02,100,61c6ce6ce4088f2db8bab05cd1376d2277d126d62ff0d49c38b940f410064db9,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r16-1783177775841636,wrong_session_ticket,200,128,16,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.23,2,1158,False,,False,False,no ticket in response,0.02,100,e8e01caa2c4f7a830a4609b55d3b5696bbaf4882ef2ee7e363ac71eb96621913,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r17-1783177775963465,wrong_session_ticket,200,128,17,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1160,False,,False,False,no ticket in response,0.02,100,88852be40f3f9caa45bec0e098748bbcc88d22449bfd1105617a3cdfe9a42e29,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r18-1783177776082392,wrong_session_ticket,200,128,18,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.26,2,1160,False,,False,False,no ticket in response,0.02,100,d56775199b5f64f5bcbe3038ddb7bcf8ced49a4e79b185800a7f94edf782e4c5,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r19-1783177776200971,wrong_session_ticket,200,128,19,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.26,2,1159,False,,False,False,no ticket in response,0.02,100,ebebbfd50d47a50adf873fcaaea7245f00add6f793c136c3d3b2ffbf67c2523a,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r20-1783177776323943,wrong_session_ticket,200,128,20,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.21,2,1159,False,,False,False,no ticket in response,0.02,100,7f74a41898dcf24b3760986b090be2a3ea5a87c9488c3e33b5a83dc82c075c54,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r21-1783177776443344,wrong_session_ticket,200,128,21,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.24,2,1159,False,,False,False,no ticket in response,0.02,100,37e7b4543b883a4c125524211779198f7f965d761fff05a9a214dbd6b24c92ea,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r22-1783177776566022,wrong_session_ticket,200,128,22,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1158,False,,False,False,no ticket in response,0.02,100,2b1d4be69b5c35e81c51d0c7f77dc468388bb952138e5446680920ba1e1de141,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r23-1783177776686777,wrong_session_ticket,200,128,23,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.22,2,1159,False,,False,False,no ticket in response,0.02,100,c3fb04fd58653c2dac55c9109c03cee74a4bf9009411e1dbb4a65b901ac4a09c,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r24-1783177776805077,wrong_session_ticket,200,128,24,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.23,2,1157,False,,False,False,no ticket in response,0.02,100,d16ac17e88cd415fb560acb880881d45bbdb06ab82fcce9d0d77c5dfad6d0054,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r25-1783177776925445,wrong_session_ticket,200,128,25,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1159,False,,False,False,no ticket in response,0.02,100,3b579a5181c233fe959358155d5024a72cead61bed935123327837dc71e269e6,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r26-1783177777043346,wrong_session_ticket,200,128,26,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1160,False,,False,False,no ticket in response,0.02,100,e2fadd9d5c7540d4eafeb726b3a3509ed39bc60e4e2fb72ff275e82edd104508,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r27-1783177777163931,wrong_session_ticket,200,128,27,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.26,2,1161,False,,False,False,no ticket in response,0.02,100,a2c3ab74b925a46bdeeb8649bf63f79de4565009921f70acc530210bfb286024,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r28-1783177777286095,wrong_session_ticket,200,128,28,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.2,2,1159,False,,False,False,no ticket in response,0.02,100,81bef61ab71711bf03c43086de74a793a19936cb3d3cc5f7e4d07b2fbcbafb6c,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r29-1783177777406226,wrong_session_ticket,200,128,29,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.25,2,1158,False,,False,False,no ticket in response,0.02,100,b68e8eb89554dc8b3829d3d5a22914bd06e608bdfcab261edc3ac34cc1efda32,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-wrong_session_ticket-m200-p128-r30-1783177777527624,wrong_session_ticket,200,128,30,100,100,0,0,True,wrong_session_ticket attack at seq=100,True,False,no ticket in response,memory_ticket invalid: session_id mismatch,False,0.21,2,1158,False,,False,False,no ticket in response,0.02,100,1e1922d801a6fe06bb247b9db2c04e16dab4cf9ca89bdf4dc5263db7730293c5,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r1-1783177777647019,expired_ticket,500,128,1,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.26,2,1177,False,,False,False,no ticket in response,0.02,150,d62259110bbe580ffa8934914a8e77cbfe923dd8e5a6c4f2d33a495ab247d81b,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r2-1783177777773056,expired_ticket,500,128,2,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.24,2,1178,False,,False,False,no ticket in response,0.02,150,a05a4a4331dd29e0abd6924f149f21653aaacc05d98857970d624fbfabaa3a23,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r3-1783177777899477,expired_ticket,500,128,3,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.22,2,1175,False,,False,False,no ticket in response,0.02,150,3a12ef5e6ca7fc9e3eb2ec4f6e1e148ca3eb6708d400ca7968fbe5ddbad53ac3,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r4-1783177778029448,expired_ticket,500,128,4,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.22,2,1178,False,,False,False,no ticket in response,0.02,150,aa00ef5cefbd14d15598dd3b14f3a8b6e37dadc2b151fe984a3c17728038dd02,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r5-1783177778158530,expired_ticket,500,128,5,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.29,2,1177,False,,False,False,no ticket in response,0.02,150,8ae8a78895f79578e3c88ec84440b462d1fd7fc7eba49820ae4b23c46e611dfe,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r6-1783177778284308,expired_ticket,500,128,6,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.19,2,1177,False,,False,False,no ticket in response,0.02,150,8adce3f0559a10d16942a773b65d2eddeb48a2364a237ae3d83809ff033229e8,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r7-1783177778408577,expired_ticket,500,128,7,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.28,2,1178,False,,False,False,no ticket in response,0.02,150,49aee55e91f76eb12a78b09cc8276e8dd11d0edeaa9fe1e13793ec0356bb6f92,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
ticket-recovery-expired_ticket-m500-p128-r8-1783177778534550,expired_ticket,500,128,8,150,150,0,0,True,expired_ticket attack at seq=150,True,False,no ticket in response,memory_ticket invalid: ticket expired,False,0.24,2,1179,False,,False,False,no ticket in response,0.02,150,749f86bd5c4d0592bd8307c6520fc46a624c322d9cc5a2648b121801231983af,exp-1783177759379-d57a877a,5c2af30d4158,74076e1,3.11.15,Darwin 24.6.0,2147483648,run_real_ticket_recovery_experiment.py,real_ticket_recovery
