session_id,attack_type,message_count,payload_size,checkpoint_interval,repeat_id,sent_count,accepted_count,rejected_count,timeout_count,attack_detected,detection_reason,recovery_requested,recovery_success,recovery_reason,memory_match_after_recovery,reconstruction_match,recovery_latency_ms,checkpoint_count,checkpoint_interval_used,checkpoint_seq,checkpoint_mem,target_seq,target_mem,replay_count,reconstructed_mem,checkpoint_storage_bytes,ticket_verified,ticket_reason,elapsed_seconds,final_server_last_seq
checkpoint-disconnect-m1000-k50-r6-1783186939631313,disconnect,1000,128,50,6,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.281,20,50,100,1df48058c4d743aefd561869cfb1191407f7cfabda55161dd7b0db88184252c8,149,d07d7bf26970a421f48074b2831e33e78bc4ba9b235f56b0adb552afe3bef0e0,49,d07d7bf26970a421f48074b2831e33e78bc4ba9b235f56b0adb552afe3bef0e0,5965,True,ok,0.103,1000
checkpoint-disconnect-m1000-k50-r7-1783186939734887,disconnect,1000,128,50,7,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.3,20,50,100,954ca9609a7f5d0435ecbdf17fd71f6272b824560347a1ad7d2a60dfc99e6493,149,f7dc069f9c077e0a3514e38c2551f9b79b1dd78e8c585dc0ba646682b20ee716,49,f7dc069f9c077e0a3514e38c2551f9b79b1dd78e8c585dc0ba646682b20ee716,5961,True,ok,0.126,1000
checkpoint-disconnect-m1000-k50-r8-1783186939861111,disconnect,1000,128,50,8,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.26,20,50,100,46f3570bfb90f7186f049b1bfd131834dd8766f5978a4166e4e28363413905e0,149,749be8172b6b8c1e069fd723db6cf85268140708becedb0b5d0b45afb86a0c4f,49,749be8172b6b8c1e069fd723db6cf85268140708becedb0b5d0b45afb86a0c4f,5966,True,ok,0.097,1000
checkpoint-disconnect-m1000-k50-r9-1783186939958337,disconnect,1000,128,50,9,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.389,20,50,100,07d20ea1275943b77edd95979e314b0f51ed97c076b565353fc9ce8ef1ca0f75,149,774ca6302f034fb19c2aa959efd3e6fa044ff9971799be1dd50f83178866d1cb,49,774ca6302f034fb19c2aa959efd3e6fa044ff9971799be1dd50f83178866d1cb,5963,True,ok,0.092,1000
checkpoint-disconnect-m1000-k50-r10-1783186940050488,disconnect,1000,128,50,10,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.26,20,50,100,a87f09e89fd2ce9ba978e8f10b8e6c935030e80adafaf8fe7843f475f861c079,149,9407e89ec9d806e006c3e02cceb5002ee6c7f7d83afb756f7dcfecd09ab0a863,49,9407e89ec9d806e006c3e02cceb5002ee6c7f7d83afb756f7dcfecd09ab0a863,5984,True,ok,0.092,1000
checkpoint-disconnect-m1000-k100-r1-1783186940142866,disconnect,1000,128,100,1,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.308,10,100,100,37c2ba01afc327910f689da6d928f235ae963f3feef587a9186e4ca2da4330d6,149,41a5c9a3a047219d435a3f19b5880aaa9f16e2ad2425ad98c13c57d5da210989,49,41a5c9a3a047219d435a3f19b5880aaa9f16e2ad2425ad98c13c57d5da210989,2992,True,ok,0.089,1000
checkpoint-disconnect-m1000-k100-r2-1783186940232363,disconnect,1000,128,100,2,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.485,10,100,100,a318194f99e038f483f09aa1068d45a0aa8aa66acd29d621f52884c1e368312c,149,418aabce9f585dd494674fb53262be6aeb31fa7ae508ce414713b615e53611a3,49,418aabce9f585dd494674fb53262be6aeb31fa7ae508ce414713b615e53611a3,2994,True,ok,0.086,1000
checkpoint-disconnect-m1000-k100-r3-1783186940318144,disconnect,1000,128,100,3,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.316,10,100,100,52f513ad88ac320bcdc666322eff22c38b725c175915a994515227d77ea5b5d8,149,bb408e4fbe79e0f88bfe7e9542ee25861bed296fd5f6c4ea316cdca6507f6511,49,bb408e4fbe79e0f88bfe7e9542ee25861bed296fd5f6c4ea316cdca6507f6511,2990,True,ok,0.085,1000
checkpoint-disconnect-m1000-k100-r4-1783186940403241,disconnect,1000,128,100,4,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.39,10,100,100,05918911997bd911f94ecac83d4e0885bc1a6b636ed654c339993b6225d55471,149,9b66ce038fa61f49697d5cf4bf42b05d1a692b12c06b1247e4a632579362b9c7,49,9b66ce038fa61f49697d5cf4bf42b05d1a692b12c06b1247e4a632579362b9c7,2995,True,ok,0.086,1000
checkpoint-disconnect-m1000-k100-r5-1783186940489418,disconnect,1000,128,100,5,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.24,10,100,100,c46482306a585efc565cda33c82ca054100e864dfd953406f23c1a9626ea25a4,149,41dc7ea84fe5da01afe002f4cd4306cafa39f73d39d1e3fcbb452ffb4025a81d,49,41dc7ea84fe5da01afe002f4cd4306cafa39f73d39d1e3fcbb452ffb4025a81d,2990,True,ok,0.083,1000
checkpoint-disconnect-m1000-k100-r6-1783186940572736,disconnect,1000,128,100,6,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.326,10,100,100,7496b75b4b6dbbf1ae120b04c6aa9524b743e8fd7db4e34c1320605a40e3bcc2,149,d79cb13e94a4776ce9495fc65bb2f1054d2976c08df4577194540438adfad4c2,49,d79cb13e94a4776ce9495fc65bb2f1054d2976c08df4577194540438adfad4c2,2993,True,ok,0.087,1000
checkpoint-disconnect-m1000-k100-r7-1783186940660292,disconnect,1000,128,100,7,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.282,10,100,100,a05953421031b211cfdcc252f6378b4d21558e240b88242b4eaa82f18fa72586,149,4a9a8ef0d7f3deefa444a80a3eca74a9008d4a478fbc028b50f0bc4b8a6447cf,49,4a9a8ef0d7f3deefa444a80a3eca74a9008d4a478fbc028b50f0bc4b8a6447cf,2989,True,ok,0.085,1000
checkpoint-disconnect-m1000-k100-r8-1783186940745257,disconnect,1000,128,100,8,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.299,10,100,100,6fd821e0f986381fabd745e69effe0affdaefc66024ec11c7336044fe24adf51,149,7dee6cf28815234360d1d545c2cec4bde500b50ace5e7767ba1bea93373cbb46,49,7dee6cf28815234360d1d545c2cec4bde500b50ace5e7767ba1bea93373cbb46,2992,True,ok,0.086,1000
checkpoint-disconnect-m1000-k100-r9-1783186940831394,disconnect,1000,128,100,9,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.275,10,100,100,fb9fd830c0669d15fb3a0150122e7cd53e2e8e26cfeb80f79cba5978157f673e,149,b4a1f4754c3a87a9319ef3685822965fdc1d410ac98d04be921cb6b331c29b35,49,b4a1f4754c3a87a9319ef3685822965fdc1d410ac98d04be921cb6b331c29b35,2990,True,ok,0.085,1000
checkpoint-disconnect-m1000-k100-r10-1783186940917028,disconnect,1000,128,100,10,1000,1000,0,0,True,client simulated disconnect,True,True,ok,True,True,0.346,10,100,100,f231012179bbebe7f85a3edb716d5fd263d84b5bbffbcceaa7800807629cd106,149,648dc6da9479e2d7e316556531e3993552ccfed1caf3dc208562f2e0e75fff85,49,648dc6da9479e2d7e316556531e3993552ccfed1caf3dc208562f2e0e75fff85,3002,True,ok,0.084,1000
checkpoint-drop-m1000-k50-r1-1783186941001364,drop,1000,128,50,1,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.228,20,50,100,b3c0c98846b05f40008219859b8517e3eb0d29246f68907082f53f818bf40a92,149,ede6119671d19231923b19f80deff65e05e28ec236fa428b222dc9f872ca679d,49,ede6119671d19231923b19f80deff65e05e28ec236fa428b222dc9f872ca679d,5843,True,ok,0.093,1000
checkpoint-drop-m1000-k50-r2-1783186941094851,drop,1000,128,50,2,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.2,20,50,100,bd0fedc1eb353f0f20080c67a6e576dc7890e9c3974cec5a4abb90c969c76c4d,149,67c7c223564699837f6dbb3d0efe86cab9287841c0ef874b7c681a2fd1ac81ee,49,67c7c223564699837f6dbb3d0efe86cab9287841c0ef874b7c681a2fd1ac81ee,5848,True,ok,0.088,1000
checkpoint-drop-m1000-k50-r3-1783186941183436,drop,1000,128,50,3,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.211,20,50,100,2d965565c707dcdcb935fac2b61e55e28edd2d9c4b2750fe2c9a1f7a019c8490,149,cf80752e8e1ba3c745ec63295e5ebcbbb993decd01ee2259a310f8ccb971fcde,49,cf80752e8e1ba3c745ec63295e5ebcbbb993decd01ee2259a310f8ccb971fcde,5842,True,ok,0.092,1000
checkpoint-drop-m1000-k50-r4-1783186941275439,drop,1000,128,50,4,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.26,20,50,100,b655c2b00c696586725539bc3471de4a7942a4751d70a7c77941760e825fcf5c,149,1bf0e513990f677e1f7741057ba03fbbb82d7c7cb929f93489e2daa5a32d418a,49,1bf0e513990f677e1f7741057ba03fbbb82d7c7cb929f93489e2daa5a32d418a,5842,True,ok,0.098,1000
checkpoint-drop-m1000-k50-r5-1783186941373597,drop,1000,128,50,5,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.342,20,50,100,e49028e1d405d2549aa66aacc741898f1de8e85095651f0926e69ddd27f62b2e,149,cacf2f12f223ea9e63ef0b8281364d39926a5cfb14cdaf401586abf9032406a6,49,cacf2f12f223ea9e63ef0b8281364d39926a5cfb14cdaf401586abf9032406a6,5840,True,ok,0.088,1000
checkpoint-drop-m1000-k50-r6-1783186941461756,drop,1000,128,50,6,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.19,20,50,100,0c374b61000aa6a304eb4a7ddbf421640aa49678b13c58e1a2ecb96e36e5a5de,149,2df53d8a16527cfc628be41e57afaa361affe9f970c078ff71b5473becb8ddca,49,2df53d8a16527cfc628be41e57afaa361affe9f970c078ff71b5473becb8ddca,5844,True,ok,0.09,1000
checkpoint-drop-m1000-k50-r7-1783186941551792,drop,1000,128,50,7,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.216,20,50,100,34ce55dc51ebd1f82a488ee9d66a7d4a385d11957541868c77f3622d1809acd2,149,a533e19481481f191e89bcbe18f5f3dfdf07e07fde26a404763a2e225b6925b2,49,a533e19481481f191e89bcbe18f5f3dfdf07e07fde26a404763a2e225b6925b2,5846,True,ok,0.09,1000
checkpoint-drop-m1000-k50-r8-1783186941641852,drop,1000,128,50,8,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.219,20,50,100,4956317e03ef1584faf118d8258e3fc542b0b362750e8c5b331c5989e8bae060,149,9183afbb04bd83f6258406ae226d424ba72689cec85edc862b2aca52fb35aa08,49,9183afbb04bd83f6258406ae226d424ba72689cec85edc862b2aca52fb35aa08,5842,True,ok,0.093,1000
checkpoint-drop-m1000-k50-r9-1783186941735290,drop,1000,128,50,9,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.221,20,50,100,aaf983eb928dc40a065bf4a0730d49d3039dfd7f7ecd0af1714ab0d7f9008fe2,149,89b01feab9425c15b5a4c87189ea0fde287d42a713b9976ad224d92e93c5b4b9,49,89b01feab9425c15b5a4c87189ea0fde287d42a713b9976ad224d92e93c5b4b9,5846,True,ok,0.089,1000
checkpoint-drop-m1000-k50-r10-1783186941824619,drop,1000,128,50,10,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.227,20,50,100,91eb3e0f3f1b5a3115400670964a233efe4ad21c9b8c3f86aa8fca32c2e3b5b9,149,6d762d9aa8050d40f712df05cf17f9fc083ec60e884bb425799fe05a822c5e2b,49,6d762d9aa8050d40f712df05cf17f9fc083ec60e884bb425799fe05a822c5e2b,5864,True,ok,0.089,1000
checkpoint-drop-m1000-k100-r1-1783186941913727,drop,1000,128,100,1,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.209,10,100,100,5649c43607a131eb95d5b00fe92b26fd14fd3e6c0913125d552dff1f9a44e810,149,bb7da613b566635a512e49c54011b33fa390cc59cf7070c4e3bb4cf86737736d,49,bb7da613b566635a512e49c54011b33fa390cc59cf7070c4e3bb4cf86737736d,2934,True,ok,0.085,1000
checkpoint-drop-m1000-k100-r2-1783186941998870,drop,1000,128,100,2,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.212,10,100,100,658927543eff64c7600ff62001f1fcfe675aa6e5c1b6509015a0f9be8cb21e09,149,9831e48cf8f71372665ba06b7e1beed37a72490e0160c241114bf3418b7b7561,49,9831e48cf8f71372665ba06b7e1beed37a72490e0160c241114bf3418b7b7561,2936,True,ok,0.085,1000
checkpoint-drop-m1000-k100-r3-1783186942083766,drop,1000,128,100,3,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.25,10,100,100,4b23ea415cae13965ebe71e8bec3afc97aff496176791f18d55dfcfbb15f3f31,149,0c330f96395cd313fd1191c9e110680619afa05b32f72ca19a0a2bdac59bd298,49,0c330f96395cd313fd1191c9e110680619afa05b32f72ca19a0a2bdac59bd298,2931,True,ok,0.082,1000
checkpoint-drop-m1000-k100-r4-1783186942166164,drop,1000,128,100,4,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.192,10,100,100,333e32563806c3ddb88cca482506c6bbf74772b9d368e64e5e9bfae356579a54,149,b087b4fe39f5bd9eb8b7e30102a27bc07e0226577029cdae63e222d1fb05a6d1,49,b087b4fe39f5bd9eb8b7e30102a27bc07e0226577029cdae63e222d1fb05a6d1,2933,True,ok,0.084,1000
checkpoint-drop-m1000-k100-r5-1783186942250219,drop,1000,128,100,5,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.218,10,100,100,66a681958e3582c85086bfd2fdc997c971f15367db64c09e6cea679b757c266a,149,5f8f8f53b1aabc91b5b30d2bfbe014ee37beaadbe52427a8e4e05a1e3d0958fd,49,5f8f8f53b1aabc91b5b30d2bfbe014ee37beaadbe52427a8e4e05a1e3d0958fd,2932,True,ok,0.085,1000
checkpoint-drop-m1000-k100-r6-1783186942335876,drop,1000,128,100,6,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.213,10,100,100,38ff9292232932452dc30b2a378187db2f2c7e12d91cee121c98a11d1a817477,149,57df1437422588e7b5002fe29f4fd1a4f0ab23dcd07d9affc91f708f873f9065,49,57df1437422588e7b5002fe29f4fd1a4f0ab23dcd07d9affc91f708f873f9065,2935,True,ok,0.085,1000
checkpoint-drop-m1000-k100-r7-1783186942421668,drop,1000,128,100,7,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.216,10,100,100,6b9df8714a60aeb926de205d4e5307b5c7bea823cc3f9f40dfe1ad642ce4b245,149,3c76f83c34aed3a4cf3b10a3318a3979c9ff8190c03a7fe5f842768f09355ccc,49,3c76f83c34aed3a4cf3b10a3318a3979c9ff8190c03a7fe5f842768f09355ccc,2935,True,ok,0.084,1000
checkpoint-drop-m1000-k100-r8-1783186942505482,drop,1000,128,100,8,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.197,10,100,100,6d6c18514b1d724d35b5867d037e0381286a470a44d6746f4571e02d5b67e892,149,65ffa9e34b57197efb5dcbd70d84e9440215dc8c7f653f6e0f1d3da19d14471e,49,65ffa9e34b57197efb5dcbd70d84e9440215dc8c7f653f6e0f1d3da19d14471e,2933,True,ok,0.084,1000
checkpoint-drop-m1000-k100-r9-1783186942590150,drop,1000,128,100,9,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.222,10,100,100,9913c96ea8424cd823e93a047357f0d35f1346a9f454174a4df173930da6eac1,149,40141d06883c270900a464765ed0a9a2efe068ae5a0532c868bc8c9e3844d71a,49,40141d06883c270900a464765ed0a9a2efe068ae5a0532c868bc8c9e3844d71a,2937,True,ok,0.083,1000
checkpoint-drop-m1000-k100-r10-1783186942673831,drop,1000,128,100,10,1000,1000,0,0,True,drop attack at seq=150,True,True,ok,True,True,0.245,10,100,100,fbb78e63b29d5e77ffdd0ac938a428bd07b63e66e955c7bbddeed794f106dd5e,149,3389487d00a920cee10cf82e6d935138318c19f6d3cad77277843c468885940a,49,3389487d00a920cee10cf82e6d935138318c19f6d3cad77277843c468885940a,2942,True,ok,0.088,1000
checkpoint-modify-m1000-k50-r1-1783186942761948,modify,1000,128,50,1,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.204,20,50,100,94695c86d99c369878dadeb4605e1dc79110a8e4337063b991a2e6841877cbda,149,94761d54cf732217f137916fa63081d44a958ba1de126cfe68baf065da20917a,49,94761d54cf732217f137916fa63081d44a958ba1de126cfe68baf065da20917a,5887,True,ok,0.094,1000
checkpoint-modify-m1000-k50-r2-1783186942856368,modify,1000,128,50,2,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.3,20,50,100,3f86d6e0bd21163b436fa124c0f3f12a2775d5c617bdf1add606c5d04f1ad571,149,61006b4558720837228f0bd339b2bc8dd7ecc79c31764baf8a80952d9e8e3f75,49,61006b4558720837228f0bd339b2bc8dd7ecc79c31764baf8a80952d9e8e3f75,5888,True,ok,0.095,1000
checkpoint-modify-m1000-k50-r3-1783186942951658,modify,1000,128,50,3,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.266,20,50,100,bcba8f6bc1d1284dbf14bbebec5b445b363e1ec03c1d7d8edd4a1e00bc95202b,149,20cd45d4d02448112653a97b25f19c776bc3502d135d663512867b050384dd0e,49,20cd45d4d02448112653a97b25f19c776bc3502d135d663512867b050384dd0e,5882,True,ok,0.093,1000
checkpoint-modify-m1000-k50-r4-1783186943044721,modify,1000,128,50,4,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.206,20,50,100,494035bb75ddb2087de3470ba0cdb6f7cc92508be799aef022a3132a7e2ee9fb,149,a4a58fa3388f7214f5883f154a8637f9ae36f7e02804fcd63644c3c3bb2c132b,49,a4a58fa3388f7214f5883f154a8637f9ae36f7e02804fcd63644c3c3bb2c132b,5884,True,ok,0.125,1000
checkpoint-modify-m1000-k50-r5-1783186943170319,modify,1000,128,50,5,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.237,20,50,100,95f3c5fd710416ce5889264aa6b427add7a58fd246a5baba12e9af150a86611e,149,a13852cac734584558529863e22bcfb439f3679f79ad53d31dc284a78693ddd9,49,a13852cac734584558529863e22bcfb439f3679f79ad53d31dc284a78693ddd9,5883,True,ok,0.093,1000
checkpoint-modify-m1000-k50-r6-1783186943263212,modify,1000,128,50,6,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.188,20,50,100,f16fbb18b09723a79b5fba29bb04e044ca716b2e11e1d41b69cd1e2466f6eed4,149,2910dc7ebd737b37e870f3bb9a7b34769124e4a8e8b21efefc09a693fcc3cab3,49,2910dc7ebd737b37e870f3bb9a7b34769124e4a8e8b21efefc09a693fcc3cab3,5877,True,ok,0.09,1000
checkpoint-modify-m1000-k50-r7-1783186943353720,modify,1000,128,50,7,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.185,20,50,100,2149caf6dc1ef7118472bbd61811502f7b6fc22280e37d3c755895085c80c5da,149,91c57f0e59f324aa41496a3ba523d2a4157620a629fa0c58b48a1ebeb9c36a15,49,91c57f0e59f324aa41496a3ba523d2a4157620a629fa0c58b48a1ebeb9c36a15,5888,True,ok,0.093,1000
checkpoint-modify-m1000-k50-r8-1783186943447280,modify,1000,128,50,8,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.204,20,50,100,d2073bbddcb4b9d577057e907ff5b031211cc1db647b416fd8ab8accd085d560,149,cd748d536100a5fd7aba54805631902d22d11c8a299721373e91a4386cf16c41,49,cd748d536100a5fd7aba54805631902d22d11c8a299721373e91a4386cf16c41,5884,True,ok,0.091,1000
checkpoint-modify-m1000-k50-r9-1783186943538820,modify,1000,128,50,9,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.213,20,50,100,4e1069d7d4d200c8b3039cc54dd54978679ecc0789ce5609a33efd7830aa75fe,149,312b76fa91376971f2aaf3e5c77a778b24521241e8b5885f850c9c2a5e3cda73,49,312b76fa91376971f2aaf3e5c77a778b24521241e8b5885f850c9c2a5e3cda73,5884,True,ok,0.096,1000
checkpoint-modify-m1000-k50-r10-1783186943634820,modify,1000,128,50,10,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.201,20,50,100,025dbf82d78e5de624e7da20817910680be2235ffcda6f65ddd566cfa5cfcaf5,149,edc22ed16db6c2033513c455fd4bcdec516a66d36f101ca6db2c8ec73261146c,49,edc22ed16db6c2033513c455fd4bcdec516a66d36f101ca6db2c8ec73261146c,5904,True,ok,0.092,1000
checkpoint-modify-m1000-k100-r1-1783186943727383,modify,1000,128,100,1,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.217,10,100,100,d50f50eca151e7a39e6808470279b930d1b17f90eb68b9b148caed64073f1dea,149,78522ff7bb4d69a41def5a1f335033744553ae98a983e3edd631aa1400910c35,49,78522ff7bb4d69a41def5a1f335033744553ae98a983e3edd631aa1400910c35,2953,True,ok,0.088,1000
checkpoint-modify-m1000-k100-r2-1783186943816107,modify,1000,128,100,2,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.248,10,100,100,df3e169e26de51161472dddc75a316846b20d9522b51aeb52f838d8db3b67a83,149,37887f8327560648b29ba9579ac7a84d3bd29ccad3c97d14a371751a3b929c84,49,37887f8327560648b29ba9579ac7a84d3bd29ccad3c97d14a371751a3b929c84,2954,True,ok,0.088,1000
checkpoint-modify-m1000-k100-r3-1783186943904269,modify,1000,128,100,3,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.191,10,100,100,af26efb7ed8fbcd1fd39075b3741e66296e12aba4b20a961d935c7c91b3e467e,149,20af35fcc7dd06f1ff3ef3e16c744cd482acf9e213e8ece2cdce5301b765b4a4,49,20af35fcc7dd06f1ff3ef3e16c744cd482acf9e213e8ece2cdce5301b765b4a4,2951,True,ok,0.088,1000
checkpoint-modify-m1000-k100-r4-1783186943992426,modify,1000,128,100,4,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.253,10,100,100,08b25e5364d3aa794b15dfa50f4ccfa7ce00af3419ead36a95158189f93eb3d7,149,f235765c82e85ca12d109d226a0e579a625f800924cca21ca1b05e474f723085,49,f235765c82e85ca12d109d226a0e579a625f800924cca21ca1b05e474f723085,2955,True,ok,0.089,1000
checkpoint-modify-m1000-k100-r5-1783186944081300,modify,1000,128,100,5,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.198,10,100,100,4634fd4a9390209af107d4aa729e87bc46dab45d26b600d78e3af1c4526255d6,149,76aa6a11bf1854f971394c1560a4e0b21a8b398188d0165a9e0b23d3483caaf7,49,76aa6a11bf1854f971394c1560a4e0b21a8b398188d0165a9e0b23d3483caaf7,2951,True,ok,0.086,1000
checkpoint-modify-m1000-k100-r6-1783186944167604,modify,1000,128,100,6,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.193,10,100,100,e52c2c7abef37c88bbbcefa64d62b5361cfa8b2b2308837b85f16c5b75696bd9,149,f4e0cadea75049588737fed7a0d5e84d92194aec86140846556b3c5d96c3cd6d,49,f4e0cadea75049588737fed7a0d5e84d92194aec86140846556b3c5d96c3cd6d,2951,True,ok,0.088,1000
checkpoint-modify-m1000-k100-r7-1783186944255542,modify,1000,128,100,7,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.256,10,100,100,83ceb550cf3e4586c585a816b7d452a07100de66d761cf51ed76298daad5b128,149,22870952e74c9c8e6a841f20fb126377764ac2fd8c3eaeeba7160e903a7967b8,49,22870952e74c9c8e6a841f20fb126377764ac2fd8c3eaeeba7160e903a7967b8,2957,True,ok,0.088,1000
checkpoint-modify-m1000-k100-r8-1783186944343662,modify,1000,128,100,8,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.205,10,100,100,01e0818fefdd8b4a1fdaba05987fdeed6b06c0242a44c2781d4a00b1a68d32c5,149,e6ab09c26f8eb11fff9e18c0af1ea5cce4364307fcf5e4412abf3fc889042f4a,49,e6ab09c26f8eb11fff9e18c0af1ea5cce4364307fcf5e4412abf3fc889042f4a,2954,True,ok,0.09,1000
checkpoint-modify-m1000-k100-r9-1783186944434203,modify,1000,128,100,9,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.215,10,100,100,44452e51dcbe78929794de6852d5281375fff22030699d159e7691da741a467f,149,1b3df86b178354a5b6e09f4e253243a23a339e5db14a78983201285a169bf703,49,1b3df86b178354a5b6e09f4e253243a23a339e5db14a78983201285a169bf703,2953,True,ok,0.09,1000
checkpoint-modify-m1000-k100-r10-1783186944524505,modify,1000,128,100,10,1001,1000,1,0,True,auth_tag verification failed,True,True,ok,True,True,0.25,10,100,100,b118475e1bf23f9c764d57640d96bf34a6de53e1c0a960fe0b786fb9a3e74c08,149,605a2f13f48424cd1babdfd6b6b7704ea40b25a31420dbdcae907baf4de31931,49,605a2f13f48424cd1babdfd6b6b7704ea40b25a31420dbdcae907baf4de31931,2962,True,ok,0.089,1000
