protocol,scenario,server_host,server_port,session_id,attack_type,message_count,payload_size,repeat_id,attack_seq,sent_count,accepted_count,rejected_count,timeout_count,attack_detected,recovery_requested,recovery_success,full_recovery_success,pre_recovery_accepted,post_recovery_accepted,recovery_point_seq,recovery_latency_ms,recovery_extra_messages,recovery_extra_bytes,elapsed_ms,throughput_msg_per_s,final_client_mem,final_server_mem,final_client_mem_short,final_server_mem_short,memory_match_after_recovery,server_last_seq,final_seq_consistent,ticket_verified,ticket_nonce,ticket_expired,ticket_replay_detected,detection_reason,recovery_reason,recovery_mode
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p128-r1-1781501940920168,disconnect,500,128,1,50,500,500,0,0,True,True,True,True,49,451,49,251.1339,2,1380,91976.042,5.44,bba9bd84eb99050a3a24ab18d9baa8af434dbac9aa2577cdb9b41cb05b01192e,bba9bd84eb99050a3a24ab18d9baa8af434dbac9aa2577cdb9b41cb05b01192e,bba9bd84eb99050a,bba9bd84eb99050a,True,500,True,True,a5b98cc627ff9aa158a8434d34d7806c,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p128-r2-1781502032897127,disconnect,500,128,2,50,500,500,0,0,True,True,True,True,49,451,49,553.3903,2,1380,99545.4469,5.02,c711e898bc4c46613601b083b3caa3583f35a8c11b1a81336bc628d2895aa722,c711e898bc4c46613601b083b3caa3583f35a8c11b1a81336bc628d2895aa722,c711e898bc4c4661,c711e898bc4c4661,True,500,True,True,e5a73c7e363fba0a77502a4726db518f,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p128-r3-1781502132443573,disconnect,500,128,3,50,500,500,0,0,True,True,True,True,49,451,49,507.585,2,1381,107002.358,4.67,e3fe7a730939d40826f23bbda655396300b331c9af1422785263231c2b611096,e3fe7a730939d40826f23bbda655396300b331c9af1422785263231c2b611096,e3fe7a730939d408,e3fe7a730939d408,True,500,True,True,105365a8c4830111a4d25f7e86b9d090,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p512-r1-1781502239446920,disconnect,500,512,1,50,500,500,0,0,True,True,True,True,49,451,49,282.773,2,1380,100846.3819,4.96,eebd66ac3ce492d7579f5aac0190bb56b000e14c72b2909cbfb32c1decad1a25,eebd66ac3ce492d7579f5aac0190bb56b000e14c72b2909cbfb32c1decad1a25,eebd66ac3ce492d7,eebd66ac3ce492d7,True,500,True,True,97836d4fd0f080a3e90065ce6e74b77e,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p512-r2-1781502340294330,disconnect,500,512,2,50,500,500,0,0,True,True,True,True,49,451,49,390.0502,2,1379,92534.7271,5.4,15fef257201ac54326d392bda68c7d7a4487f24e4cba6ca4a364e32672c125de,15fef257201ac54326d392bda68c7d7a4487f24e4cba6ca4a364e32672c125de,15fef257201ac543,15fef257201ac543,True,500,True,True,0ebe5e594e1e8b52d9a89004f231de17,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m500-p512-r3-1781502432829643,disconnect,500,512,3,50,500,500,0,0,True,True,True,True,49,451,49,272.6409,2,1381,95743.5091,5.22,1d25fa37df11b508f364c028bf18a034076c22db971392d26342a19e24e81bb5,1d25fa37df11b508f364c028bf18a034076c22db971392d26342a19e24e81bb5,1d25fa37df11b508,1d25fa37df11b508,True,500,True,True,9b18ac940b4f7e64f02d521aba771979,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p128-r1-1781502528574440,disconnect,1000,128,1,50,1000,1000,0,0,True,True,True,True,49,951,49,291.4917,2,1381,223173.9421,4.48,0e90f25fed6dd0a8d9fe4c9f351362a4cb7482bfd72538f351793aaaecf91415,0e90f25fed6dd0a8d9fe4c9f351362a4cb7482bfd72538f351793aaaecf91415,0e90f25fed6dd0a8,0e90f25fed6dd0a8,True,1000,True,True,34d7c5e6a3145b63722279594f419e75,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p128-r2-1781502751749669,disconnect,1000,128,2,50,1000,1000,0,0,True,True,True,True,49,951,49,247.6842,2,1383,214698.4141,4.66,bcb533e9ea4000ad4ebd7419231dc06113912876a25c36cfe3a484a918a30d9c,bcb533e9ea4000ad4ebd7419231dc06113912876a25c36cfe3a484a918a30d9c,bcb533e9ea4000ad,bcb533e9ea4000ad,True,1000,True,True,1beb536a3b00f3f07c8c19170e648c71,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p128-r3-1781502966449332,disconnect,1000,128,3,50,1000,1000,0,0,True,True,True,True,49,951,49,275.955,2,1382,194078.7723,5.15,e914685339f790bb04a8662e348f6e61e282aeb2fa046149c296e057b2378bee,e914685339f790bb04a8662e348f6e61e282aeb2fa046149c296e057b2378bee,e914685339f790bb,e914685339f790bb,True,1000,True,True,b05be500c600830093f30fbb32b43e4f,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p512-r1-1781503160529382,disconnect,1000,512,1,50,1000,1000,0,0,True,True,True,True,49,951,49,288.192,2,1384,186978.2562,5.35,54e9563b6f9b3575e088f0f4d034edcd011e6c91fae23f158fdf355d6177dc97,54e9563b6f9b3575e088f0f4d034edcd011e6c91fae23f158fdf355d6177dc97,54e9563b6f9b3575,54e9563b6f9b3575,True,1000,True,True,4264aa7a0859c0661d20877124500906,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p512-r2-1781503347508451,disconnect,1000,512,2,50,1000,1000,0,0,True,True,True,True,49,951,49,264.173,2,1383,174470.443,5.73,ee4681e8471449fe60bb2236eb1ff8c7fa9da8bab3aa6b2f84fab72fcb772bb3,ee4681e8471449fe60bb2236eb1ff8c7fa9da8bab3aa6b2f84fab72fcb772bb3,ee4681e8471449fe,ee4681e8471449fe,True,1000,True,True,303a1e81aa9fa177fa4c1b53d92c68bc,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
gmcp_r,real_attack_recovery,38.76.169.74,9000,real-recovery-disconnect-m1000-p512-r3-1781503521981468,disconnect,1000,512,3,50,1000,1000,0,0,True,True,True,True,49,951,49,643.3861,2,1384,184013.1581,5.43,cffa102690a9ac114e2fb1aa7081c310e056fe588981c8e7537be3b6dd24fa1e,cffa102690a9ac114e2fb1aa7081c310e056fe588981c8e7537be3b6dd24fa1e,cffa102690a9ac11,cffa102690a9ac11,True,1000,True,True,0500941ceb7a29d88c1d7f6ed30460ef,False,False,client simulated disconnect,ok,memory_ticket_checkpoint
